,Date,State, Average Temperature,Anomaly
1595,201206,Connecticut,66.4,-0.5
1596,201207,Connecticut,74.1,0.3
1597,201208,Connecticut,72.0,0.9
1598,201209,Connecticut,63.3,-1.7
1599,201210,Connecticut,54.7,0.9
1600,201211,Connecticut,39.4,-2.1
1601,201212,Connecticut,35.9,2.1
1602,201301,Connecticut,28.8,1.0
1603,201302,Connecticut,29.2,-0.2
1604,201303,Connecticut,36.0,-1.1
1605,201304,Connecticut,47.3,-1.0
1606,201305,Connecticut,58.2,-1.4
1607,201306,Connecticut,67.7,0.8
1608,201307,Connecticut,75.9,2.1
1609,201308,Connecticut,68.7,-2.4
1610,201309,Connecticut,61.4,-3.6
1611,201310,Connecticut,53.4,-0.4
1612,201311,Connecticut,39.8,-1.7
1613,201312,Connecticut,31.0,-2.8
1614,201401,Connecticut,23.6,-4.2
1615,201402,Connecticut,25.0,-4.4
1616,201403,Connecticut,30.6,-6.5
1617,201404,Connecticut,46.7,-1.6
1618,201405,Connecticut,58.3,-1.3
1619,201406,Connecticut,66.8,-0.1
1620,201407,Connecticut,71.9,-1.9
1621,201408,Connecticut,68.4,-2.7
1622,201409,Connecticut,63.6,-1.4
1623,201410,Connecticut,54.1,0.3
1624,201411,Connecticut,39.7,-1.8
1625,201412,Connecticut,35.4,1.6
1626,201501,Connecticut,23.3,-4.5
1627,201502,Connecticut,15.8,-13.6
1628,201503,Connecticut,31.0,-6.1
1629,201504,Connecticut,47.0,-1.3
1630,201505,Connecticut,62.7,3.1
1631,201506,Connecticut,65.3,-1.6
1632,201507,Connecticut,72.2,-1.6
1633,201508,Connecticut,72.0,0.9
1634,201509,Connecticut,67.8,2.8
1635,201510,Connecticut,51.4,-2.4
1636,201511,Connecticut,46.1,4.6
1637,201512,Connecticut,43.5,9.7
1638,201601,Connecticut,29.7,1.9
1639,201602,Connecticut,32.0,2.6
1640,201603,Connecticut,43.2,6.1
1641,201604,Connecticut,46.8,-1.5
1642,201605,Connecticut,58.4,-1.2
1643,201606,Connecticut,67.4,0.5
1644,201607,Connecticut,74.1,0.3
1645,201608,Connecticut,73.9,2.8
1646,201609,Connecticut,66.2,1.2
1647,201610,Connecticut,53.5,-0.3
1648,201611,Connecticut,43.5,2.0
1649,201612,Connecticut,32.6,-1.2
1650,201701,Connecticut,32.7,4.9
1651,201702,Connecticut,34.6,5.2
1652,201703,Connecticut,33.4,-3.7
1653,201704,Connecticut,51.8,3.5
1654,201705,Connecticut,56.7,-2.9
1655,201706,Connecticut,67.0,0.1
1656,201707,Connecticut,71.5,-2.3
1657,201708,Connecticut,69.1,-2.0
1658,201709,Connecticut,66.0,1.0
1659,201710,Connecticut,58.6,4.8
1660,201711,Connecticut,41.0,-0.5
1661,201712,Connecticut,28.7,-5.1
1662,201801,Connecticut,25.4,-2.4
1663,201802,Connecticut,35.7,6.3
1664,201803,Connecticut,36.4,-0.7
1665,201804,Connecticut,43.4,-4.9
1666,201805,Connecticut,62.2,2.6
1667,201806,Connecticut,66.4,-0.5
1668,201807,Connecticut,74.0,0.2
1669,201808,Connecticut,74.3,3.2
1670,201809,Connecticut,66.1,1.1
1671,201810,Connecticut,52.3,-1.5
1672,201811,Connecticut,39.1,-2.4
1673,201812,Connecticut,33.8,0.0
1674,201901,Connecticut,27.0,-0.8
1675,201902,Connecticut,30.2,0.8
1676,201903,Connecticut,35.0,-2.1
1677,201904,Connecticut,49.1,0.8
1678,201905,Connecticut,57.1,-2.5
1679,201906,Connecticut,66.5,-0.4
1680,201907,Connecticut,74.9,1.1
1681,201908,Connecticut,70.6,-0.5
1682,201909,Connecticut,63.2,-1.8
1683,201910,Connecticut,53.6,-0.2
1684,201911,Connecticut,38.1,-3.4
1685,201912,Connecticut,31.7,-2.1
1807,201001,Delaware,33.4,-1.5
1808,201002,Delaware,31.4,-5.8
1809,201003,Delaware,48.1,3.9
1810,201004,Delaware,57.5,2.1
1811,201005,Delaware,66.2,0.5
1812,201006,Delaware,77.4,3.7
1813,201007,Delaware,79.9,1.1
1814,201008,Delaware,77.0,1.2
1815,201009,Delaware,71.4,0.9
1816,201010,Delaware,58.6,-0.9
1817,201011,Delaware,47.5,0.6
1818,201012,Delaware,31.7,-9.1
1819,201101,Delaware,30.3,-4.6
1820,201102,Delaware,38.8,1.6
1821,201103,Delaware,43.9,-0.3
1822,201104,Delaware,57.2,1.8
1823,201105,Delaware,66.4,0.7
1824,201106,Delaware,74.3,0.6
1825,201107,Delaware,80.6,1.8
1826,201108,Delaware,75.5,-0.3
1827,201109,Delaware,70.7,0.2
1828,201110,Delaware,57.2,-2.3
1829,201111,Delaware,50.8,3.9
1830,201112,Delaware,43.4,2.6
1831,201201,Delaware,39.3,4.4
1832,201202,Delaware,41.1,3.9
1833,201203,Delaware,52.4,8.2
1834,201204,Delaware,55.0,-0.4
1835,201205,Delaware,67.8,2.1
1836,201206,Delaware,72.9,-0.8
1837,201207,Delaware,80.9,2.1
1838,201208,Delaware,76.8,1.0
1839,201209,Delaware,68.4,-2.1
1840,201210,Delaware,59.4,-0.1
1841,201211,Delaware,43.5,-3.4
1842,201212,Delaware,44.2,3.4
1843,201301,Delaware,37.4,2.5
1844,201302,Delaware,35.9,-1.3
1845,201303,Delaware,40.5,-3.7
1846,201304,Delaware,54.6,-0.8
1847,201305,Delaware,63.7,-2.0
1848,201306,Delaware,73.5,-0.2
1849,201307,Delaware,79.2,0.4
1850,201308,Delaware,73.4,-2.4
1851,201309,Delaware,66.7,-3.8
1852,201310,Delaware,59.5,0.0
1853,201311,Delaware,45.1,-1.8
1854,201312,Delaware,40.4,-0.4
1855,201401,Delaware,30.0,-4.9
1856,201402,Delaware,33.9,-3.3
1857,201403,Delaware,39.6,-4.6
1858,201404,Delaware,52.9,-2.5
1859,201405,Delaware,64.9,-0.8
1860,201406,Delaware,72.8,-0.9
1861,201407,Delaware,75.8,-3.0
1862,201408,Delaware,72.6,-3.2
1863,201409,Delaware,69.1,-1.4
1864,201410,Delaware,59.4,-0.1
1865,201411,Delaware,44.6,-2.3
1866,201412,Delaware,41.0,0.2
1867,201501,Delaware,32.1,-2.8
1868,201502,Delaware,26.3,-10.9
1869,201503,Delaware,40.0,-4.2
1870,201504,Delaware,54.2,-1.2
1871,201505,Delaware,67.9,2.2
1872,201506,Delaware,73.6,-0.1
1873,201507,Delaware,76.9,-1.9
1874,201508,Delaware,75.1,-0.7
1875,201509,Delaware,72.0,1.5
1876,201510,Delaware,56.5,-3.0
1877,201511,Delaware,51.6,4.7
1878,201512,Delaware,50.8,10.0
1879,201601,Delaware,34.3,-0.6
1880,201602,Delaware,38.5,1.3
1881,201603,Delaware,49.7,5.5
1882,201604,Delaware,53.1,-2.3
1883,201605,Delaware,61.7,-4.0
1884,201606,Delaware,72.4,-1.3
1885,201607,Delaware,79.6,0.8
1886,201608,Delaware,78.6,2.8
1887,201609,Delaware,72.0,1.5
1888,201610,Delaware,60.3,0.8
1889,201611,Delaware,49.0,2.1
1890,201612,Delaware,39.2,-1.6
1891,201701,Delaware,39.1,4.2
1892,201702,Delaware,44.4,7.2
1893,201703,Delaware,43.8,-0.4
1894,201704,Delaware,59.6,4.2
1895,201705,Delaware,62.8,-2.9
1896,201706,Delaware,73.6,-0.1
1897,201707,Delaware,78.4,-0.4
1898,201708,Delaware,74.0,-1.8
1899,201709,Delaware,69.8,-0.7
1900,201710,Delaware,62.4,2.9
1901,201711,Delaware,47.5,0.6
1902,201712,Delaware,36.1,-4.7
1903,201801,Delaware,32.8,-2.1
1904,201802,Delaware,43.2,6.0
1905,201803,Delaware,40.5,-3.7
1906,201804,Delaware,51.6,-3.8
1907,201805,Delaware,68.3,2.6
1908,201806,Delaware,72.6,-1.1
1909,201807,Delaware,77.2,-1.6
1910,201808,Delaware,78.6,2.8
1911,201809,Delaware,73.6,3.1
1912,201810,Delaware,60.2,0.7
1913,201811,Delaware,45.7,-1.2
1914,201812,Delaware,41.4,0.6
1915,201901,Delaware,35.3,0.4
1916,201902,Delaware,38.7,1.5
1917,201903,Delaware,43.2,-1.0
1918,201904,Delaware,58.7,3.3
1919,201905,Delaware,66.9,1.2
1920,201906,Delaware,73.8,0.1
1921,201907,Delaware,79.8,1.0
1922,201908,Delaware,76.4,0.6
1923,201909,Delaware,71.6,1.1
1924,201910,Delaware,61.5,2.0
1925,201911,Delaware,43.6,-3.3
1926,201912,Delaware,40.0,-0.8
2048,201001,Florida,52.5,-5.6
2049,201002,Florida,52.6,-9.5
2050,201003,Florida,59.0,-6.2
2051,201004,Florida,69.7,-1.9
2052,201005,Florida,78.5,1.7
2053,201006,Florida,83.1,1.7
2054,201007,Florida,83.4,0.8
2055,201008,Florida,83.5,0.8
2056,201009,Florida,80.9,0.3
2057,201010,Florida,72.1,-2.0
2058,201011,Florida,64.9,-1.0
2059,201012,Florida,50.1,-12.3
2060,201101,Florida,54.9,-3.2
2061,201102,Florida,61.8,-0.3
2062,201103,Florida,66.5,1.3
2063,201104,Florida,73.0,1.4
2064,201105,Florida,76.2,-0.6
2065,201106,Florida,82.1,0.7
2066,201107,Florida,82.6,0.0
2067,201108,Florida,83.7,1.0
2068,201109,Florida,79.7,-0.9
2069,201110,Florida,70.5,-3.6
2070,201111,Florida,66.4,0.5
2071,201112,Florida,62.8,0.4
2072,201201,Florida,59.3,1.2
2073,201202,Florida,64.3,2.2
2074,201203,Florida,70.3,5.1
2075,201204,Florida,71.2,-0.4
2076,201205,Florida,77.6,0.8
2077,201206,Florida,79.3,-2.1
2078,201207,Florida,82.4,-0.2
2079,201208,Florida,81.5,-1.2
2080,201209,Florida,79.5,-1.1
2081,201210,Florida,73.2,-0.9
2082,201211,Florida,62.1,-3.8
2083,201212,Florida,62.0,-0.4
2084,201301,Florida,64.0,5.9
2085,201302,Florida,61.8,-0.3
2086,201303,Florida,59.1,-6.1
2087,201304,Florida,71.4,-0.2
2088,201305,Florida,74.0,-2.8
2089,201306,Florida,81.1,-0.3
2090,201307,Florida,80.8,-1.8
2091,201308,Florida,82.2,-0.5
2092,201309,Florida,80.0,-0.6
2093,201310,Florida,74.0,-0.1
2094,201311,Florida,67.1,1.2
2095,201312,Florida,64.7,2.3
2096,201401,Florida,54.5,-3.6
2097,201402,Florida,62.8,0.7
2098,201403,Florida,63.5,-1.7
2099,201404,Florida,70.5,-1.1
2100,201405,Florida,76.0,-0.8
2101,201406,Florida,80.3,-1.1
2102,201407,Florida,81.8,-0.8
2103,201408,Florida,82.9,0.2
2104,201409,Florida,79.7,-0.9
2105,201410,Florida,72.7,-1.4
2106,201411,Florida,61.1,-4.8
2107,201412,Florida,61.9,-0.5
2108,201501,Florida,58.6,0.5
2109,201502,Florida,56.5,-5.6
2110,201503,Florida,69.5,4.3
2111,201504,Florida,75.1,3.5
2112,201505,Florida,77.5,0.7
2113,201506,Florida,81.7,0.3
2114,201507,Florida,82.8,0.2
2115,201508,Florida,82.4,-0.3
2116,201509,Florida,80.0,-0.6
2117,201510,Florida,74.4,0.3
2118,201511,Florida,72.2,6.3
2119,201512,Florida,69.6,7.2
2120,201601,Florida,56.9,-1.2
2121,201602,Florida,59.4,-2.7
2122,201603,Florida,68.8,3.6
2123,201604,Florida,71.2,-0.4
2124,201605,Florida,76.2,-0.6
2125,201606,Florida,81.9,0.5
2126,201607,Florida,84.0,1.4
2127,201608,Florida,83.0,0.3
2128,201609,Florida,81.1,0.5
2129,201610,Florida,74.6,0.5
2130,201611,Florida,66.6,0.7
2131,201612,Florida,65.9,3.5
2132,201701,Florida,62.8,4.7
2133,201702,Florida,65.5,3.4
2134,201703,Florida,66.2,1.0
2135,201704,Florida,72.3,0.7
2136,201705,Florida,77.1,0.3
2137,201706,Florida,80.2,-1.2
2138,201707,Florida,82.8,0.2
2139,201708,Florida,82.8,0.1
2140,201709,Florida,80.4,-0.2
2141,201710,Florida,74.9,0.8
2142,201711,Florida,67.4,1.5
2143,201712,Florida,61.7,-0.7
2144,201801,Florida,55.0,-3.1
2145,201802,Florida,69.2,7.1
2146,201803,Florida,63.0,-2.2
2147,201804,Florida,70.2,-1.4
2148,201805,Florida,76.4,-0.4
2149,201806,Florida,81.5,0.1
2150,201807,Florida,82.4,-0.2
2151,201808,Florida,82.2,-0.5
2152,201809,Florida,82.4,1.8
2153,201810,Florida,76.5,2.4
2154,201811,Florida,66.7,0.8
2155,201812,Florida,61.8,-0.6
2156,201901,Florida,58.4,0.3
2157,201902,Florida,67.5,5.4
2158,201903,Florida,65.7,0.5
2159,201904,Florida,71.2,-0.4
2160,201905,Florida,78.8,2.0
2161,201906,Florida,82.3,0.9
2162,201907,Florida,82.8,0.2
2163,201908,Florida,82.9,0.2
2164,201909,Florida,81.9,1.3
2165,201910,Florida,77.9,3.8
2166,201911,Florida,64.9,-1.0
2167,201912,Florida,63.9,1.5
2289,201001,Georgia,41.8,-4.6
2290,201002,Georgia,42.1,-8.9
2291,201003,Georgia,52.1,-4.5
2292,201004,Georgia,64.5,0.0
2293,201005,Georgia,73.6,1.4
2294,201006,Georgia,81.0,2.3
2295,201007,Georgia,82.2,1.2
2296,201008,Georgia,82.2,2.2
2297,201009,Georgia,76.5,0.7
2298,201010,Georgia,64.8,-1.1
2299,201011,Georgia,54.8,0.1
2300,201012,Georgia,39.9,-11.0
2301,201101,Georgia,41.8,-4.6
2302,201102,Georgia,51.1,0.1
2303,201103,Georgia,57.8,1.2
2304,201104,Georgia,65.8,1.3
2305,201105,Georgia,71.3,-0.9
2306,201106,Georgia,81.1,2.4
2307,201107,Georgia,81.9,0.9
2308,201108,Georgia,82.2,2.2
2309,201109,Georgia,73.6,-2.2
2310,201110,Georgia,61.6,-4.3
2311,201111,Georgia,56.2,1.5
2312,201112,Georgia,51.3,0.4
2313,201201,Georgia,50.0,3.6
2314,201202,Georgia,52.8,1.8
2315,201203,Georgia,64.8,8.2
2316,201204,Georgia,65.6,1.1
2317,201205,Georgia,73.5,1.3
2318,201206,Georgia,75.6,-3.1
2319,201207,Georgia,82.2,1.2
2320,201208,Georgia,78.1,-1.9
2321,201209,Georgia,74.0,-1.8
2322,201210,Georgia,64.7,-1.2
2323,201211,Georgia,52.6,-2.1
2324,201212,Georgia,52.1,1.2
2325,201301,Georgia,52.5,6.1
2326,201302,Georgia,48.8,-2.2
2327,201303,Georgia,50.2,-6.4
2328,201304,Georgia,62.9,-1.6
2329,201305,Georgia,68.4,-3.8
2330,201306,Georgia,77.8,-0.9
2331,201307,Georgia,78.2,-2.8
2332,201308,Georgia,78.0,-2.0
2333,201309,Georgia,74.5,-1.3
2334,201310,Georgia,65.0,-0.9
2335,201311,Georgia,53.2,-1.5
2336,201312,Georgia,51.2,0.3
2337,201401,Georgia,40.0,-6.4
2338,201402,Georgia,49.8,-1.2
2339,201403,Georgia,52.9,-3.7
2340,201404,Georgia,63.1,-1.4
2341,201405,Georgia,71.2,-1.0
2342,201406,Georgia,78.3,-0.4
2343,201407,Georgia,78.9,-2.1
2344,201408,Georgia,79.2,-0.8
2345,201409,Georgia,75.5,-0.3
2346,201410,Georgia,65.6,-0.3
2347,201411,Georgia,49.8,-4.9
2348,201412,Georgia,51.3,0.4
2349,201501,Georgia,44.9,-1.5
2350,201502,Georgia,43.2,-7.8
2351,201503,Georgia,58.8,2.2
2352,201504,Georgia,66.8,2.3
2353,201505,Georgia,72.4,0.2
2354,201506,Georgia,79.3,0.6
2355,201507,Georgia,81.5,0.5
2356,201508,Georgia,79.5,-0.5
2357,201509,Georgia,73.8,-2.0
2358,201510,Georgia,64.8,-1.1
2359,201511,Georgia,59.8,5.1
2360,201512,Georgia,58.9,8.0
2361,201601,Georgia,44.4,-2.0
2362,201602,Georgia,50.0,-1.0
2363,201603,Georgia,60.9,4.3
2364,201604,Georgia,63.9,-0.6
2365,201605,Georgia,70.8,-1.4
2366,201606,Georgia,79.7,1.0
2367,201607,Georgia,82.8,1.8
2368,201608,Georgia,81.6,1.6
2369,201609,Georgia,77.5,1.7
2370,201610,Georgia,67.8,1.9
2371,201611,Georgia,58.0,3.3
2372,201612,Georgia,52.1,1.2
2373,201701,Georgia,53.2,6.8
2374,201702,Georgia,56.5,5.5
2375,201703,Georgia,58.0,1.4
2376,201704,Georgia,67.5,3.0
2377,201705,Georgia,71.4,-0.8
2378,201706,Georgia,76.6,-2.1
2379,201707,Georgia,80.6,-0.4
2380,201708,Georgia,79.4,-0.6
2381,201709,Georgia,74.0,-1.8
2382,201710,Georgia,67.0,1.1
2383,201711,Georgia,56.4,1.7
2384,201712,Georgia,49.3,-1.6
2385,201801,Georgia,42.5,-3.9
2386,201802,Georgia,59.2,8.2
2387,201803,Georgia,54.5,-2.1
2388,201804,Georgia,60.6,-3.9
2389,201805,Georgia,73.7,1.5
2390,201806,Georgia,79.3,0.6
2391,201807,Georgia,80.2,-0.8
2392,201808,Georgia,79.4,-0.6
2393,201809,Georgia,79.8,4.0
2394,201810,Georgia,68.4,2.5
2395,201811,Georgia,53.2,-1.5
2396,201812,Georgia,50.2,-0.7
2397,201901,Georgia,48.2,1.8
2398,201902,Georgia,56.1,5.1
2399,201903,Georgia,56.3,-0.3
2400,201904,Georgia,64.6,0.1
2401,201905,Georgia,75.7,3.5
2402,201906,Georgia,78.1,-0.6
2403,201907,Georgia,81.0,0.0
2404,201908,Georgia,80.7,0.7
2405,201909,Georgia,79.1,3.3
2406,201910,Georgia,69.7,3.8
2407,201911,Georgia,52.8,-1.9
2408,201912,Georgia,52.3,1.4
2530,201001,Idaho,28.2,2.4
2531,201002,Idaho,28.9,0.6
2532,201003,Idaho,35.2,-0.7
2533,201004,Idaho,40.0,-1.7
2534,201005,Idaho,44.1,-5.7
2535,201006,Idaho,55.5,-2.7
2536,201007,Idaho,64.2,-2.8
2537,201008,Idaho,62.8,-2.8
2538,201009,Idaho,56.4,-0.4
2539,201010,Idaho,47.5,2.9
2540,201011,Idaho,30.5,-2.7
2541,201012,Idaho,26.6,1.9
2542,201101,Idaho,24.0,-1.8
2543,201102,Idaho,24.3,-4.0
2544,201103,Idaho,33.4,-2.5
2545,201104,Idaho,36.4,-5.3
2546,201105,Idaho,45.8,-4.0
2547,201106,Idaho,54.0,-4.2
2548,201107,Idaho,64.3,-2.7
2549,201108,Idaho,66.1,0.5
2550,201109,Idaho,59.6,2.8
2551,201110,Idaho,45.4,0.8
2552,201111,Idaho,30.5,-2.7
2553,201112,Idaho,24.8,0.1
2554,201201,Idaho,26.8,1.0
2555,201202,Idaho,28.0,-0.3
2556,201203,Idaho,36.4,0.5
2557,201204,Idaho,44.4,2.7
2558,201205,Idaho,49.0,-0.8
2559,201206,Idaho,56.9,-1.3
2560,201207,Idaho,68.5,1.5
2561,201208,Idaho,67.3,1.7
2562,201209,Idaho,58.4,1.6
2563,201210,Idaho,43.7,-0.9
2564,201211,Idaho,36.0,2.8
2565,201212,Idaho,25.8,1.1
2566,201301,Idaho,20.2,-5.6
2567,201302,Idaho,27.5,-0.8
2568,201303,Idaho,35.1,-0.8
2569,201304,Idaho,40.1,-1.6
2570,201305,Idaho,51.0,1.2
2571,201306,Idaho,59.3,1.1
2572,201307,Idaho,69.6,2.6
2573,201308,Idaho,67.6,2.0
2574,201309,Idaho,57.1,0.3
2575,201310,Idaho,42.1,-2.5
2576,201311,Idaho,33.8,0.6
2577,201312,Idaho,21.1,-3.6
2578,201401,Idaho,27.7,1.9
2579,201402,Idaho,28.0,-0.3
2580,201403,Idaho,36.2,0.3
2581,201404,Idaho,41.6,-0.1
2582,201405,Idaho,51.6,1.8
2583,201406,Idaho,56.7,-1.5
2584,201407,Idaho,69.3,2.3
2585,201408,Idaho,63.8,-1.8
2586,201409,Idaho,57.6,0.8
2587,201410,Idaho,48.5,3.9
2588,201411,Idaho,31.1,-2.1
2589,201412,Idaho,29.1,4.4
2590,201501,Idaho,28.7,2.9
2591,201502,Idaho,35.2,6.9
2592,201503,Idaho,40.8,4.9
2593,201504,Idaho,42.3,0.6
2594,201505,Idaho,51.8,2.0
2595,201506,Idaho,64.7,6.5
2596,201507,Idaho,65.1,-1.9
2597,201508,Idaho,65.8,0.2
2598,201509,Idaho,57.2,0.4
2599,201510,Idaho,50.7,6.1
2600,201511,Idaho,29.9,-3.3
2601,201512,Idaho,24.3,-0.4
2602,201601,Idaho,25.8,0.0
2603,201602,Idaho,31.9,3.6
2604,201603,Idaho,37.0,1.1
2605,201604,Idaho,47.0,5.3
2606,201605,Idaho,50.6,0.8
2607,201606,Idaho,61.2,3.0
2608,201607,Idaho,64.8,-2.2
2609,201608,Idaho,64.7,-0.9
2610,201609,Idaho,54.6,-2.2
2611,201610,Idaho,45.7,1.1
2612,201611,Idaho,38.7,5.5
2613,201612,Idaho,19.1,-5.6
2614,201701,Idaho,18.5,-7.3
2615,201702,Idaho,29.5,1.2
2616,201703,Idaho,38.5,2.6
2617,201704,Idaho,40.3,-1.4
2618,201705,Idaho,50.6,0.8
2619,201706,Idaho,59.1,0.9
2620,201707,Idaho,70.0,3.0
2621,201708,Idaho,66.9,1.3
2622,201709,Idaho,55.7,-1.1
2623,201710,Idaho,41.9,-2.7
2624,201711,Idaho,34.9,1.7
2625,201712,Idaho,25.2,0.5
2626,201801,Idaho,30.4,4.6
2627,201802,Idaho,26.2,-2.1
2628,201803,Idaho,33.7,-2.2
2629,201804,Idaho,42.4,0.7
2630,201805,Idaho,54.0,4.2
2631,201806,Idaho,57.7,-0.5
2632,201807,Idaho,68.4,1.4
2633,201808,Idaho,65.0,-0.6
2634,201809,Idaho,56.2,-0.6
2635,201810,Idaho,44.0,-0.6
2636,201811,Idaho,32.0,-1.2
2637,201812,Idaho,24.3,-0.4
2638,201901,Idaho,26.3,0.5
2639,201902,Idaho,23.2,-5.1
2640,201903,Idaho,32.4,-3.5
2641,201904,Idaho,42.9,1.2
2642,201905,Idaho,49.8,0.0
2643,201906,Idaho,57.2,-1.0
2644,201907,Idaho,65.5,-1.5
2645,201908,Idaho,66.0,0.4
2646,201909,Idaho,55.0,-1.8
2647,201910,Idaho,36.6,-8.0
2648,201911,Idaho,34.3,1.1
2649,201912,Idaho,26.6,1.9
2771,201001,Illinois,21.5,-4.9
2772,201002,Illinois,25.7,-3.9
2773,201003,Illinois,43.8,2.3
2774,201004,Illinois,58.7,5.7
2775,201005,Illinois,64.3,-0.1
2776,201006,Illinois,74.9,1.9
2777,201007,Illinois,77.6,1.5
2778,201008,Illinois,76.8,3.1
2779,201009,Illinois,67.2,-0.9
2780,201010,Illinois,56.5,1.0
2781,201011,Illinois,43.7,2.4
2782,201012,Illinois,24.0,-8.7
2783,201101,Illinois,22.7,-3.7
2784,201102,Illinois,30.2,0.6
2785,201103,Illinois,41.6,0.1
2786,201104,Illinois,53.1,0.1
2787,201105,Illinois,62.1,-2.3
2788,201106,Illinois,72.9,-0.1
2789,201107,Illinois,79.9,3.8
2790,201108,Illinois,74.8,1.1
2791,201109,Illinois,63.6,-4.5
2792,201110,Illinois,55.2,-0.3
2793,201111,Illinois,45.8,4.5
2794,201112,Illinois,35.9,3.2
2795,201201,Illinois,31.9,5.5
2796,201202,Illinois,35.8,6.2
2797,201203,Illinois,55.5,14.0
2798,201204,Illinois,54.6,1.6
2799,201205,Illinois,68.1,3.7
2800,201206,Illinois,72.6,-0.4
2801,201207,Illinois,81.8,5.7
2802,201208,Illinois,73.6,-0.1
2803,201209,Illinois,64.9,-3.2
2804,201210,Illinois,52.5,-3.0
2805,201211,Illinois,41.2,-0.1
2806,201212,Illinois,36.8,4.1
2807,201301,Illinois,29.2,2.8
2808,201302,Illinois,29.9,0.3
2809,201303,Illinois,34.3,-7.2
2810,201304,Illinois,50.2,-2.8
2811,201305,Illinois,63.9,-0.5
2812,201306,Illinois,71.5,-1.5
2813,201307,Illinois,73.1,-3.0
2814,201308,Illinois,72.8,-0.9
2815,201309,Illinois,68.6,0.5
2816,201310,Illinois,54.5,-1.0
2817,201311,Illinois,38.8,-2.5
2818,201312,Illinois,26.2,-6.5
2819,201401,Illinois,19.3,-7.1
2820,201402,Illinois,19.4,-10.2
2821,201403,Illinois,34.4,-7.1
2822,201404,Illinois,52.4,-0.6
2823,201405,Illinois,63.7,-0.7
2824,201406,Illinois,73.0,0.0
2825,201407,Illinois,70.3,-5.8
2826,201408,Illinois,73.8,0.1
2827,201409,Illinois,64.7,-3.4
2828,201410,Illinois,54.3,-1.2
2829,201411,Illinois,34.6,-6.7
2830,201412,Illinois,33.9,1.2
2831,201501,Illinois,25.7,-0.7
2832,201502,Illinois,19.4,-10.2
2833,201503,Illinois,38.3,-3.2
2834,201504,Illinois,54.3,1.3
2835,201505,Illinois,64.9,0.5
2836,201506,Illinois,71.7,-1.3
2837,201507,Illinois,74.2,-1.9
2838,201508,Illinois,71.9,-1.8
2839,201509,Illinois,70.4,2.3
2840,201510,Illinois,56.0,0.5
2841,201511,Illinois,46.6,5.3
2842,201512,Illinois,41.1,8.4
2843,201601,Illinois,26.9,0.5
2844,201602,Illinois,33.8,4.2
2845,201603,Illinois,47.3,5.8
2846,201604,Illinois,53.0,0.0
2847,201605,Illinois,62.0,-2.4
2848,201606,Illinois,74.8,1.8
2849,201607,Illinois,75.6,-0.5
2850,201608,Illinois,75.7,2.0
2851,201609,Illinois,70.8,2.7
2852,201610,Illinois,59.9,4.4
2853,201611,Illinois,48.1,6.8
2854,201612,Illinois,28.9,-3.8
2855,201701,Illinois,32.1,5.7
2856,201702,Illinois,41.1,11.5
2857,201703,Illinois,43.2,1.7
2858,201704,Illinois,56.5,3.5
2859,201705,Illinois,61.9,-2.5
2860,201706,Illinois,72.7,-0.3
2861,201707,Illinois,76.1,0.0
2862,201708,Illinois,70.5,-3.2
2863,201709,Illinois,68.8,0.7
2864,201710,Illinois,58.1,2.6
2865,201711,Illinois,41.9,0.6
2866,201712,Illinois,29.8,-2.9
2867,201801,Illinois,24.1,-2.3
2868,201802,Illinois,31.8,2.2
2869,201803,Illinois,39.2,-2.3
2870,201804,Illinois,44.8,-8.2
2871,201805,Illinois,70.7,6.3
2872,201806,Illinois,74.9,1.9
2873,201807,Illinois,75.0,-1.1
2874,201808,Illinois,74.7,1.0
2875,201809,Illinois,70.3,2.2
2876,201810,Illinois,54.2,-1.3
2877,201811,Illinois,35.6,-5.7
2878,201812,Illinois,34.4,1.7
2879,201901,Illinois,25.4,-1.0
2880,201902,Illinois,29.3,-0.3
2881,201903,Illinois,37.3,-4.2
2882,201904,Illinois,52.5,-0.5
2883,201905,Illinois,62.5,-1.9
2884,201906,Illinois,70.9,-2.1
2885,201907,Illinois,77.4,1.3
2886,201908,Illinois,72.8,-0.9
2887,201909,Illinois,71.6,3.5
2888,201910,Illinois,53.7,-1.8
2889,201911,Illinois,36.2,-5.1
2890,201912,Illinois,35.6,2.9
3012,201001,Indiana,23.9,-3.5
3013,201002,Indiana,25.7,-4.9
3014,201003,Indiana,43.6,2.4
3015,201004,Indiana,57.3,4.7
3016,201005,Indiana,64.3,0.3
3017,201006,Indiana,74.1,2.1
3018,201007,Indiana,76.4,1.5
3019,201008,Indiana,75.6,2.9
3020,201009,Indiana,67.2,-0.1
3021,201010,Indiana,56.0,0.7
3022,201011,Indiana,42.8,1.4
3023,201012,Indiana,24.3,-9.4
3024,201101,Indiana,23.7,-3.7
3025,201102,Indiana,31.2,0.6
3026,201103,Indiana,41.7,0.5
3027,201104,Indiana,53.0,0.4
3028,201105,Indiana,62.1,-1.9
3029,201106,Indiana,72.2,0.2
3030,201107,Indiana,78.8,3.9
3031,201108,Indiana,73.1,0.4
3032,201109,Indiana,63.6,-3.7
3033,201110,Indiana,53.9,-1.4
3034,201111,Indiana,46.9,5.5
3035,201112,Indiana,36.6,2.9
3036,201201,Indiana,32.4,5.0
3037,201202,Indiana,35.4,4.8
3038,201203,Indiana,55.0,13.8
