,Date,State,Natural Gas Consumption (MMcf), Average Temperature,Anomaly
0,2010-01,Alabama,9202.647,40.0,-4.9
1,2010-02,Alabama,7762.260999999998,40.6,-9.2
2,2010-03,Alabama,6612.051,51.2,-5.0
3,2010-04,Alabama,2987.217,64.2,0.3
4,2010-05,Alabama,1142.784,73.3,1.7
5,2010-06,Alabama,841.7339999999998,80.9,2.3
6,2010-07,Alabama,732.868,82.6,1.9
7,2010-08,Alabama,708.3760000000002,83.0,3.0
8,2010-09,Alabama,658.3989999999999,76.9,1.0
9,2010-10,Alabama,839.2589999999999,64.3,-0.9
10,2010-11,Alabama,2757.246,55.2,1.7
11,2010-12,Alabama,7970.435,40.3,-9.0
12,2011-01,Alabama,9951.178,41.1,-3.8
13,2011-02,Alabama,6315.45,49.5,-0.3
14,2011-03,Alabama,3512.703,57.8,1.6
15,2011-04,Alabama,1942.457,65.7,1.8
16,2011-05,Alabama,1362.7320000000002,69.9,-1.7
17,2011-06,Alabama,844.302,81.2,2.6
18,2011-07,Alabama,604.288,81.7,1.0
19,2011-08,Alabama,772.312,81.8,1.8
20,2011-09,Alabama,852.437,72.1,-3.8
21,2011-10,Alabama,1530.917,60.6,-4.6
22,2011-11,Alabama,3425.778,55.3,1.8
23,2011-12,Alabama,5467.343000000002,49.3,0.0
24,2012-01,Alabama,5895.866,50.1,5.2
25,2012-02,Alabama,4489.395,52.1,2.3
26,2012-03,Alabama,2206.802,64.6,8.4
27,2012-04,Alabama,1328.2779999999998,65.0,1.1
28,2012-05,Alabama,892.784,73.4,1.8
29,2012-06,Alabama,722.5269999999998,76.8,-1.8
30,2012-07,Alabama,702.7410000000001,81.6,0.9
31,2012-08,Alabama,700.466,78.1,-1.9
32,2012-09,Alabama,722.184,73.0,-2.9
33,2012-10,Alabama,1334.183,62.2,-3.0
34,2012-11,Alabama,3735.169,51.2,-2.3
35,2012-12,Alabama,4849.185,50.9,1.6
36,2013-01,Alabama,6146.971,50.0,5.1
37,2013-02,Alabama,5657.316,48.0,-1.8
38,2013-03,Alabama,5205.379,49.8,-6.4
39,2013-04,Alabama,2198.371,62.2,-1.7
40,2013-05,Alabama,1324.94,68.2,-3.4
41,2013-06,Alabama,980.093,78.0,-0.6
42,2013-07,Alabama,715.4989999999998,77.7,-3.0
43,2013-08,Alabama,769.6569999999998,77.9,-2.1
44,2013-09,Alabama,777.929,75.0,-0.9
45,2013-10,Alabama,1142.14,64.9,-0.3
46,2013-11,Alabama,3924.831,51.6,-1.9
47,2013-12,Alabama,6215.698,47.9,-1.4
48,2014-01,Alabama,10349.728,37.3,-7.6
49,2014-02,Alabama,6521.616,47.3,-2.5
50,2014-03,Alabama,4611.372,52.3,-3.9
51,2014-04,Alabama,2191.862,62.4,-1.5
52,2014-05,Alabama,1345.313,70.2,-1.4
53,2014-06,Alabama,804.067,77.9,-0.7
54,2014-07,Alabama,764.0830000000002,77.8,-2.9
55,2014-08,Alabama,748.2339999999998,79.5,-0.5
56,2014-09,Alabama,715.748,76.3,0.4
57,2014-10,Alabama,1123.875,65.2,0.0
58,2014-11,Alabama,4456.959,48.2,-5.3
59,2014-12,Alabama,5373.153,50.0,0.7
60,2015-01,Alabama,8087.285,43.6,-1.3
61,2015-02,Alabama,8552.312,41.3,-8.5
62,2015-03,Alabama,3862.593,57.8,1.6
63,2015-04,Alabama,1696.628,66.0,2.1
64,2015-05,Alabama,1112.565,71.8,0.2
65,2015-06,Alabama,765.4860000000001,78.8,0.2
66,2015-07,Alabama,720.503,81.6,0.9
67,2015-08,Alabama,706.289,79.0,-1.0
68,2015-09,Alabama,710.954,74.4,-1.5
69,2015-10,Alabama,957.301,65.0,-0.2
70,2015-11,Alabama,2082.012,59.2,5.7
71,2015-12,Alabama,3496.3390000000004,56.9,7.6
72,2016-01,Alabama,7194.528,43.0,-1.9
73,2016-02,Alabama,5515.505,49.8,0.0
74,2016-03,Alabama,2755.0370000000007,59.7,3.5
75,2016-04,Alabama,1645.192,63.6,-0.3
76,2016-05,Alabama,977.643,70.2,-1.4
77,2016-06,Alabama,832.6239999999998,79.2,0.6
78,2016-07,Alabama,675.3530000000002,82.0,1.3
79,2016-08,Alabama,645.756,81.6,1.6
80,2016-09,Alabama,620.148,78.6,2.7
81,2016-10,Alabama,874.952,68.5,3.3
82,2016-11,Alabama,1789.856,57.8,4.3
83,2016-12,Alabama,4880.2959999999985,50.1,0.8
84,2017-01,Alabama,4845.474,52.4,7.5
85,2017-02,Alabama,3228.236,55.6,5.8
86,2017-03,Alabama,3177.486,58.4,2.2
87,2017-04,Alabama,1361.601,67.2,3.3
88,2017-05,Alabama,924.868,69.9,-1.7
89,2017-06,Alabama,713.3539999999998,75.8,-2.8
90,2017-07,Alabama,673.556,80.6,-0.1
91,2017-08,Alabama,650.6,78.8,-1.2
92,2017-09,Alabama,738.937,73.4,-2.5
93,2017-10,Alabama,1189.788,65.8,0.6
94,2017-11,Alabama,2642.045,55.6,2.1
95,2017-12,Alabama,6191.876,46.9,-2.4
96,2018-01,Alabama,9540.195,40.4,-4.5
97,2018-02,Alabama,3743.505,58.0,8.2
98,2018-03,Alabama,3744.973,55.4,-0.8
99,2018-04,Alabama,2500.371,59.5,-4.4
100,2018-05,Alabama,1116.087,74.4,2.8
101,2018-06,Alabama,724.99,79.3,0.7
102,2018-07,Alabama,694.0189999999999,80.7,0.0
103,2018-08,Alabama,701.1030000000002,79.5,-0.5
104,2018-09,Alabama,663.36,79.4,3.5
105,2018-10,Alabama,1013.519,67.4,2.2
106,2018-11,Alabama,4124.239000000001,50.4,-3.1
107,2018-12,Alabama,6159.31,49.0,-0.3
108,2019-01,Alabama,7973.260999999998,46.5,1.6
109,2019-02,Alabama,3792.514,56.1,6.3
110,2019-03,Alabama,3972.565,55.0,-1.2
111,2019-04,Alabama,1904.304,63.5,-0.4
112,2019-05,Alabama,1143.828,74.2,2.6
113,2019-06,Alabama,852.702,78.1,-0.5
114,2019-07,Alabama,765.255,80.6,-0.1
115,2019-08,Alabama,655.762,80.6,0.6
116,2019-09,Alabama,705.2560000000002,80.2,4.3
117,2019-10,Alabama,980.221,67.8,2.6
118,2019-11,Alabama,2825.357,50.6,-2.9
119,2019-12,Alabama,5044.499,51.3,2.0
120,2010-01,Alaska,2730.32,1.5,-4.0
121,2010-02,Alaska,2053.692,10.8,0.1
122,2010-03,Alaska,2121.359,9.8,-3.7
123,2010-04,Alaska,1573.832,26.9,0.1
124,2010-05,Alaska,945.974,41.3,0.5
125,2010-06,Alaska,666.846,49.5,-1.6
126,2010-07,Alaska,630.004,52.1,-2.3
127,2010-08,Alaska,607.481,51.5,0.7
128,2010-09,Alaska,770.6389999999999,42.8,0.8
129,2010-10,Alaska,1529.489,27.6,-2.2
130,2010-11,Alaska,2018.966,17.7,3.1
131,2010-12,Alaska,3065.42,-2.4,-10.2
132,2011-01,Alaska,2862.042,7.0,1.5
133,2011-02,Alaska,2755.1240000000007,6.0,-4.7
134,2011-03,Alaska,2287.042,11.9,-1.6
135,2011-04,Alaska,1592.741,23.2,-3.6
136,2011-05,Alaska,990.011,40.5,-0.3
137,2011-06,Alaska,712.444,49.8,-1.3
138,2011-07,Alaska,580.141,52.1,-2.3
139,2011-08,Alaska,650.465,49.0,-1.8
140,2011-09,Alaska,948.184,42.4,0.4
141,2011-10,Alaska,1580.799,28.5,-1.3
142,2011-11,Alaska,2851.41,3.6,-11.0
143,2011-12,Alaska,2451.365,9.4,1.6
144,2012-01,Alaska,3602.78,-12.8,-18.3
145,2012-02,Alaska,2333.843,12.1,1.4
146,2012-03,Alaska,2332.713,4.3,-9.2
147,2012-04,Alaska,1467.4,27.3,0.5
148,2012-05,Alaska,1055.88,37.2,-3.6
149,2012-06,Alaska,698.883,50.4,-0.7
150,2012-07,Alaska,633.961,52.0,-2.4
151,2012-08,Alaska,557.865,49.9,-0.9
152,2012-09,Alaska,1093.22,40.6,-1.4
153,2012-10,Alaska,1730.362,25.5,-4.3
154,2012-11,Alaska,2743.25,6.0,-8.6
155,2012-12,Alaska,3129.463,-0.8,-8.6
156,2013-01,Alaska,2526.115,9.8,4.3
157,2013-02,Alaska,2129.808,6.3,-4.4
158,2013-03,Alaska,2304.085,11.0,-2.5
159,2013-04,Alaska,1889.112,16.7,-10.1
160,2013-05,Alaska,1114.5,35.2,-5.6
161,2013-06,Alaska,584.97,53.9,2.8
162,2013-07,Alaska,496.574,55.0,0.6
163,2013-08,Alaska,589.631,51.4,0.6
164,2013-09,Alaska,987.326,39.6,-2.4
165,2013-10,Alaska,1314.178,34.0,4.2
166,2013-11,Alaska,2419.578,13.7,-0.9
167,2013-12,Alaska,2859.0640000000008,7.0,-0.8
168,2014-01,Alaska,2168.819,18.4,12.9
169,2014-02,Alaska,2442.958,6.7,-4.0
170,2014-03,Alaska,2201.335,14.1,0.6
171,2014-04,Alaska,1427.128,27.4,0.6
172,2014-05,Alaska,800.439,41.9,1.1
173,2014-06,Alaska,678.4939999999998,48.1,-3.0
174,2014-07,Alaska,545.009,52.7,-1.7
175,2014-08,Alaska,538.317,52.0,1.2
176,2014-09,Alaska,875.279,42.3,0.3
177,2014-10,Alaska,1768.068,25.8,-4.0
178,2014-11,Alaska,2069.935,19.6,5.0
179,2014-12,Alaska,2217.82,15.0,7.2
180,2015-01,Alaska,2743.175,7.1,1.6
181,2015-02,Alaska,2212.151,12.6,1.9
182,2015-03,Alaska,2173.984,15.9,2.4
183,2015-04,Alaska,1473.177,28.2,1.4
184,2015-05,Alaska,882.8660000000001,44.8,4.0
185,2015-06,Alaska,588.611,52.3,1.2
186,2015-07,Alaska,498.778,54.2,-0.2
187,2015-08,Alaska,531.374,49.3,-1.5
188,2015-09,Alaska,1040.255,38.9,-3.1
189,2015-10,Alaska,1429.284,31.6,1.8
190,2015-11,Alaska,2317.198,17.2,2.6
191,2015-12,Alaska,2683.382,8.3,0.5
192,2016-01,Alaska,2357.685,17.2,11.7
193,2016-02,Alaska,2067.083,17.3,6.6
194,2016-03,Alaska,1884.739,18.7,5.2
195,2016-04,Alaska,1241.874,33.3,6.5
196,2016-05,Alaska,863.654,44.0,3.2
197,2016-06,Alaska,533.694,51.8,0.7
198,2016-07,Alaska,479.143,55.6,1.2
199,2016-08,Alaska,533.756,53.2,2.4
200,2016-09,Alaska,830.862,42.3,0.3
201,2016-10,Alaska,1713.036,29.7,-0.1
202,2016-11,Alaska,2313.086,13.3,-1.3
203,2016-12,Alaska,2968.577,6.2,-1.6
204,2017-01,Alaska,3188.363,4.5,-1.0
205,2017-02,Alaska,2521.144,6.6,-4.1
206,2017-03,Alaska,2665.899000000001,4.9,-8.6
207,2017-04,Alaska,1471.591,29.6,2.8
208,2017-05,Alaska,983.31,40.8,0.0
209,2017-06,Alaska,656.193,51.4,0.3
210,2017-07,Alaska,551.528,56.2,1.8
211,2017-08,Alaska,600.8009999999998,50.2,-0.6
212,2017-09,Alaska,892.332,42.6,0.6
213,2017-10,Alaska,1578.715,30.2,0.4
214,2017-11,Alaska,2612.734,15.8,1.2
215,2017-12,Alaska,2524.539,19.1,11.3
216,2018-01,Alaska,2707.816,6.7,1.2
217,2018-02,Alaska,2620.422,12.6,1.9
218,2018-03,Alaska,2218.836,18.0,4.5
219,2018-04,Alaska,1482.691,26.8,0.0
220,2018-05,Alaska,1032.499,39.4,-1.4
221,2018-06,Alaska,672.2860000000002,50.0,-1.1
222,2018-07,Alaska,500.074,55.6,1.2
223,2018-08,Alaska,590.762,49.6,-1.2
224,2018-09,Alaska,754.549,44.3,2.3
225,2018-10,Alaska,1319.216,33.8,4.0
226,2018-11,Alaska,2096.098,19.1,4.5
227,2018-12,Alaska,2611.664,9.1,1.3
228,2019-01,Alaska,2803.232,7.5,2.0
229,2019-02,Alaska,2265.218,15.5,4.8
230,2019-03,Alaska,2125.388,26.5,13.0
231,2019-04,Alaska,1442.08,28.5,1.7
232,2019-05,Alaska,981.509,43.0,2.2
233,2019-06,Alaska,531.124,54.0,2.9
234,2019-07,Alaska,412.823,58.1,3.7
235,2019-08,Alaska,455.912,51.5,0.7
236,2019-09,Alaska,823.3389999999998,44.4,2.4
237,2019-10,Alaska,1446.698,30.8,1.0
238,2019-11,Alaska,1978.465,19.8,5.2
239,2019-12,Alaska,2685.498,6.7,-1.1
240,2010-01,Arizona,7444.12,42.2,-1.2
241,2010-02,Arizona,6015.08,44.3,-2.0
242,2010-03,Arizona,5163.8409999999985,49.2,-4.3
243,2010-04,Arizona,3034.312,56.1,-3.3
244,2010-05,Arizona,1971.513,63.1,-2.2
245,2010-06,Arizona,1418.276,75.9,-2.1
246,2010-07,Arizona,1121.36,81.8,0.6
247,2010-08,Arizona,1032.928,79.0,-0.6
248,2010-09,Arizona,1115.535,75.4,1.5
249,2010-10,Arizona,1376.5020000000004,62.7,-0.2
250,2010-11,Arizona,2842.437,48.3,-3.2
251,2010-12,Arizona,5276.366999999998,46.7,3.5
252,2011-01,Arizona,7779.141,41.5,-1.9
253,2011-02,Arizona,6951.326999999998,41.7,-4.6
254,2011-03,Arizona,4122.904,53.3,-0.2
255,2011-04,Arizona,2478.842,58.9,-0.5
256,2011-05,Arizona,1829.09,63.2,-2.1
257,2011-06,Arizona,1397.997,75.7,-2.3
258,2011-07,Arizona,1114.478,80.8,-0.4
259,2011-08,Arizona,963.712,82.2,2.6
260,2011-09,Arizona,1066.069,74.6,0.7
261,2011-10,Arizona,1503.869,62.8,-0.1
262,2011-11,Arizona,2838.519,49.4,-2.1
263,2011-12,Arizona,6545.625,39.9,-3.3
264,2012-01,Arizona,7406.298000000002,45.3,1.9
265,2012-02,Arizona,5909.1280000000015,45.6,-0.7
266,2012-03,Arizona,4487.054,51.6,-1.9
267,2012-04,Arizona,2612.047,60.6,1.2
268,2012-05,Arizona,1655.871,69.3,4.0
269,2012-06,Arizona,1295.189,78.7,0.7
270,2012-07,Arizona,1095.8010000000004,80.0,-1.2
271,2012-08,Arizona,1019.507,80.5,0.9
272,2012-09,Arizona,1086.579,73.7,-0.2
273,2012-10,Arizona,1373.3370000000002,63.8,0.9
274,2012-11,Arizona,2417.094,53.8,2.3
275,2012-12,Arizona,4615.915,42.4,-0.8
276,2013-01,Arizona,9313.249,38.6,-4.8
277,2013-02,Arizona,7050.559,42.2,-4.1
278,2013-03,Arizona,4809.449000000001,54.8,1.3
279,2013-04,Arizona,2272.63,59.4,0.0
280,2013-05,Arizona,1675.04,67.4,2.1
281,2013-06,Arizona,1226.848,79.5,1.5
282,2013-07,Arizona,1052.789,81.0,-0.2
283,2013-08,Arizona,1031.514,78.5,-1.1
284,2013-09,Arizona,1132.326,72.4,-1.5
285,2013-10,Arizona,1671.9779999999996,58.8,-4.1
286,2013-11,Arizona,2541.634,51.3,-0.2
287,2013-12,Arizona,5913.816,41.5,-1.7
288,2014-01,Arizona,6982.864000000001,46.5,3.1
289,2014-02,Arizona,4852.731,50.0,3.7
290,2014-03,Arizona,3161.873,53.9,0.4
291,2014-04,Arizona,2373.282,59.1,-0.3
292,2014-05,Arizona,1750.37,66.8,1.5
293,2014-06,Arizona,1274.7910000000004,77.7,-0.3
294,2014-07,Arizona,1095.736,81.4,0.2
295,2014-08,Arizona,1024.623,76.5,-3.1
296,2014-09,Arizona,1123.222,74.2,0.3
297,2014-10,Arizona,1383.935,64.9,2.0
298,2014-11,Arizona,2482.377,51.7,0.2
299,2014-12,Arizona,4891.354,44.3,1.1
300,2015-01,Arizona,7436.459,45.1,1.7
301,2015-02,Arizona,4276.1579999999985,52.0,5.7
302,2015-03,Arizona,3200.931,56.3,2.8
303,2015-04,Arizona,2191.254,58.4,-1.0
304,2015-05,Arizona,1820.971,62.9,-2.4
305,2015-06,Arizona,1319.9,78.4,0.4
306,2015-07,Arizona,1065.627,78.6,-2.6
307,2015-08,Arizona,978.031,80.6,1.0
308,2015-09,Arizona,1079.998,75.0,1.1
309,2015-10,Arizona,1345.495,64.5,1.6
310,2015-11,Arizona,3134.125,48.3,-3.2
311,2015-12,Arizona,6666.805,40.9,-2.3
312,2016-01,Arizona,8719.026,41.8,-1.6
313,2016-02,Arizona,5815.709,50.6,4.3
314,2016-03,Arizona,3088.783,54.9,1.4
315,2016-04,Arizona,2421.7960000000007,58.5,-0.9
316,2016-05,Arizona,1765.721,64.6,-0.7
317,2016-06,Arizona,1327.481,80.3,2.3
318,2016-07,Arizona,1081.15,82.4,1.2
319,2016-08,Arizona,1030.5410000000004,77.5,-2.1
320,2016-09,Arizona,1144.48,71.6,-2.3
321,2016-10,Arizona,1433.081,66.1,3.2
322,2016-11,Arizona,2312.646,53.1,1.6
323,2016-12,Arizona,4979.672000000001,44.7,1.5
324,2017-01,Arizona,6656.399,42.3,-1.1
325,2017-02,Arizona,5839.508000000002,49.4,3.1
326,2017-03,Arizona,3702.653,56.6,3.1
327,2017-04,Arizona,2357.768,59.9,0.5
328,2017-05,Arizona,1781.667,66.1,0.8
329,2017-06,Arizona,1324.86,79.8,1.8
330,2017-07,Arizona,1101.388,81.5,0.3
331,2017-08,Arizona,1011.131,79.1,-0.5
332,2017-09,Arizona,1145.631,72.4,-1.5
333,2017-10,Arizona,1500.817,65.1,2.2
334,2017-11,Arizona,2130.328,57.6,6.1
335,2017-12,Arizona,4269.1190000000015,46.6,3.4
336,2018-01,Arizona,5814.514,47.6,4.2
337,2018-02,Arizona,5225.136,46.7,0.4
338,2018-03,Arizona,4686.116,52.3,-1.2
339,2018-04,Arizona,2404.11,62.9,3.5
340,2018-05,Arizona,1732.089,68.5,3.2
341,2018-06,Arizona,1329.5839999999996,78.6,0.6
342,2018-07,Arizona,1122.764,82.3,1.1
343,2018-08,Arizona,1049.768,80.2,0.6
344,2018-09,Arizona,1132.262,76.0,2.1
345,2018-10,Arizona,1673.016,59.9,-3.0
346,2018-11,Arizona,3171.111,49.4,-2.1
347,2018-12,Arizona,5784.288000000001,42.8,-0.4
348,2019-01,Arizona,8470.98,42.4,-1.0
349,2019-02,Arizona,7427.991,40.9,-5.4
350,2019-03,Arizona,5638.222,51.7,-1.8
351,2019-04,Arizona,2746.056,60.3,0.9
352,2019-05,Arizona,2084.478,60.7,-4.6
353,2019-06,Arizona,1510.316,75.2,-2.8
354,2019-07,Arizona,1207.703,81.9,0.7
355,2019-08,Arizona,1088.28,81.9,2.3
356,2019-09,Arizona,1169.8339999999996,73.8,-0.1
357,2019-10,Arizona,1800.4589999999996,60.0,-2.9
358,2019-11,Arizona,2993.869,52.1,0.6
359,2019-12,Arizona,5946.602,42.2,-1.0
360,2010-01,Arkansas,8272.083,36.5,-3.5
361,2010-02,Arkansas,7327.315,36.5,-7.2
362,2010-03,Arkansas,6265.884,50.5,-1.7
363,2010-04,Arkansas,2748.812,63.4,1.9
364,2010-05,Arkansas,1032.514,71.3,1.6
365,2010-06,Arkansas,775.449,81.6,3.3
366,2010-07,Arkansas,638.13,82.0,1.0
367,2010-08,Arkansas,624.65,83.9,4.1
368,2010-09,Arkansas,643.836,74.8,0.3
369,2010-10,Arkansas,913.79,62.7,0.2
370,2010-11,Arkansas,1910.027,52.0,1.6
371,2010-12,Arkansas,5087.202,38.9,-4.8
372,2011-01,Arkansas,7821.976,37.6,-2.4
373,2011-02,Arkansas,6900.58,43.9,0.2
374,2011-03,Arkansas,3990.194,52.5,0.3
375,2011-04,Arkansas,2882.207000000001,63.5,2.0
376,2011-05,Arkansas,1319.378,67.3,-2.4
377,2011-06,Arkansas,812.9169999999998,81.7,3.4
378,2011-07,Arkansas,747.308,84.7,3.7
379,2011-08,Arkansas,571.243,83.1,3.3
380,2011-09,Arkansas,687.3589999999998,70.2,-4.3
381,2011-10,Arkansas,942.853,60.6,-1.9
382,2011-11,Arkansas,2249.13,53.4,3.0
383,2011-12,Arkansas,4811.576,43.3,-0.4
384,2012-01,Arkansas,5583.99,44.6,4.6
385,2012-02,Arkansas,4657.764,47.2,3.5
386,2012-03,Arkansas,3011.171,62.2,10.0
387,2012-04,Arkansas,1147.011,64.4,2.9
388,2012-05,Arkansas,804.2139999999998,73.2,3.5
389,2012-06,Arkansas,650.37,78.0,-0.3
390,2012-07,Arkansas,605.987,84.1,3.1
391,2012-08,Arkansas,550.855,80.2,0.4
392,2012-09,Arkansas,618.367,73.5,-1.0
393,2012-10,Arkansas,1145.339,59.3,-3.2
394,2012-11,Arkansas,2929.7209999999995,50.2,-0.2
395,2012-12,Arkansas,4486.261,46.4,2.7
396,2013-01,Arkansas,6619.985,42.1,2.1
397,2013-02,Arkansas,5315.98,43.3,-0.4
398,2013-03,Arkansas,4976.937,46.6,-5.6
399,2013-04,Arkansas,2433.293,58.5,-3.0
400,2013-05,Arkansas,1376.536,67.2,-2.5
401,2013-06,Arkansas,732.819,77.1,-1.2
402,2013-07,Arkansas,612.445,78.0,-3.0
403,2013-08,Arkansas,612.953,78.4,-1.4
404,2013-09,Arkansas,605.803,75.4,0.9
405,2013-10,Arkansas,1062.346,61.5,-1.0
406,2013-11,Arkansas,3735.137,47.5,-2.9
407,2013-12,Arkansas,6904.459,40.1,-3.6
408,2014-01,Arkansas,9194.389,35.2,-4.8
409,2014-02,Arkansas,7526.706,38.8,-4.9
410,2014-03,Arkansas,5222.197,46.5,-5.7
411,2014-04,Arkansas,2463.472,59.6,-1.9
412,2014-05,Arkansas,1265.246,68.1,-1.6
413,2014-06,Arkansas,807.703,76.7,-1.6
414,2014-07,Arkansas,647.521,75.4,-5.6
415,2014-08,Arkansas,684.275,78.7,-1.1
416,2014-09,Arkansas,718.966,72.6,-1.9
417,2014-10,Arkansas,920.583,63.7,1.2
418,2014-11,Arkansas,2697.7470000000008,44.9,-5.5
419,2014-12,Arkansas,5977.838000000002,43.8,0.1
420,2015-01,Arkansas,8079.585999999998,38.6,-1.4
421,2015-02,Arkansas,7717.866,36.1,-7.6
422,2015-03,Arkansas,4845.526,49.7,-2.5
423,2015-04,Arkansas,1633.659,62.5,1.0
424,2015-05,Arkansas,942.153,69.3,-0.4
425,2015-06,Arkansas,666.8489999999998,78.1,-0.2
426,2015-07,Arkansas,598.488,81.9,0.9
427,2015-08,Arkansas,557.1619999999998,78.1,-1.7
428,2015-09,Arkansas,586.226,74.8,0.3
429,2015-10,Arkansas,794.785,63.5,1.0
430,2015-11,Arkansas,2361.034,54.2,3.8
431,2015-12,Arkansas,4265.603,50.0,6.3
432,2016-01,Arkansas,6040.47,39.5,-0.5
433,2016-02,Arkansas,4944.176,46.9,3.2
434,2016-03,Arkansas,2762.31,55.5,3.3
435,2016-04,Arkansas,1509.93,62.5,1.0
436,2016-05,Arkansas,936.859,67.2,-2.5
437,2016-06,Arkansas,687.295,78.9,0.6
438,2016-07,Arkansas,584.21,82.0,1.0
439,2016-08,Arkansas,545.165,80.0,0.2
440,2016-09,Arkansas,609.135,75.8,1.3
441,2016-10,Arkansas,733.572,67.0,4.5
442,2016-11,Arkansas,1829.792,55.7,5.3
443,2016-12,Arkansas,5946.616,42.5,-1.2
444,2017-01,Arkansas,5739.724,45.2,5.2
445,2017-02,Arkansas,3376.071,52.5,8.8
446,2017-03,Arkansas,2951.626,55.7,3.5
447,2017-04,Arkansas,1167.122,64.2,2.7
448,2017-05,Arkansas,952.083,67.7,-2.0
449,2017-06,Arkansas,620.303,75.5,-2.8
450,2017-07,Arkansas,569.784,80.6,-0.4
451,2017-08,Arkansas,552.882,76.9,-2.9
452,2017-09,Arkansas,585.286,73.2,-1.3
453,2017-10,Arkansas,930.792,62.9,0.4
454,2017-11,Arkansas,2541.966,53.7,3.3
455,2017-12,Arkansas,5715.895,42.4,-1.3
456,2018-01,Arkansas,8328.821,35.7,-4.3
457,2018-02,Arkansas,5215.572,45.9,2.2
458,2018-03,Arkansas,4336.692,53.9,1.7
459,2018-04,Arkansas,2688.304,55.2,-6.3
460,2018-05,Arkansas,986.79,75.0,5.3
461,2018-06,Arkansas,643.278,80.1,1.8
462,2018-07,Arkansas,544.5269999999998,81.8,0.8
463,2018-08,Arkansas,564.099,78.8,-1.0
464,2018-09,Arkansas,606.695,75.0,0.5
465,2018-10,Arkansas,1292.509,62.6,0.1
466,2018-11,Arkansas,4142.071,45.8,-4.6
467,2018-12,Arkansas,5629.373000000001,44.2,0.5
468,2019-01,Arkansas,6631.371,40.8,0.8
469,2019-02,Arkansas,5127.097,46.0,2.3
470,2019-03,Arkansas,5714.0909999999985,48.9,-3.3
471,2019-04,Arkansas,1983.916,60.8,-0.7
472,2019-05,Arkansas,1291.998,70.6,0.9
473,2019-06,Arkansas,620.807,75.6,-2.7
474,2019-07,Arkansas,627.242,79.0,-2.0
475,2019-08,Arkansas,541.288,80.3,0.5
476,2019-09,Arkansas,564.752,79.7,5.2
477,2019-10,Arkansas,921.248,60.8,-1.7
478,2019-11,Arkansas,4256.479,46.4,-4.0
479,2019-12,Arkansas,5438.108,45.7,2.0
480,2010-01,California,70665.688,45.2,-0.7
481,2010-02,California,58616.387,46.8,-0.3
482,2010-03,California,52023.78400000001,49.0,-2.5
483,2010-04,California,44708.279,50.9,-5.3
484,2010-05,California,33082.31,56.9,-4.6
485,2010-06,California,26822.094,69.1,-2.2
486,2010-07,California,23450.441000000006,76.1,-0.6
487,2010-08,California,22084.666,73.4,-2.6
488,2010-09,California,22790.121,70.4,-0.5
489,2010-10,California,27880.21,60.5,-0.9
490,2010-11,California,45455.206,48.6,-2.8
491,2010-12,California,67310.483,45.8,1.3
492,2011-01,California,70482.045,45.2,-0.7
493,2011-02,California,65457.099,43.4,-3.7
494,2011-03,California,51569.607,48.7,-2.8
495,2011-04,California,34837.937000000005,53.4,-2.8
496,2011-05,California,32739.432,57.6,-3.9
497,2011-06,California,27203.965,66.9,-4.4
498,2011-07,California,26694.782000000007,74.2,-2.5
499,2011-08,California,25315.422,75.2,-0.8
500,2011-09,California,22625.972,72.2,1.3
501,2011-10,California,24757.586,61.4,0.0
502,2011-11,California,49546.241,48.2,-3.2
503,2011-12,California,81334.973,42.8,-1.7
504,2012-01,California,71878.518,46.5,0.6
505,2012-02,California,60156.625,46.5,-0.6
506,2012-03,California,55898.974,48.8,-2.7
507,2012-04,California,38571.995,55.8,-0.4
508,2012-05,California,28727.883,63.9,2.4
509,2012-06,California,23706.775,69.3,-2.0
510,2012-07,California,22631.289,74.7,-2.0
511,2012-08,California,20731.375,77.8,1.8
512,2012-09,California,19607.122,73.1,2.2
513,2012-10,California,24622.295,62.2,0.8
514,2012-11,California,41236.185,52.5,1.1
515,2012-12,California,70161.933,43.0,-1.5
516,2013-01,California,85487.541,42.1,-3.8
517,2013-02,California,64601.141,45.3,-1.8
518,2013-03,California,43465.144,53.8,2.3
519,2013-04,California,31413.993,58.2,2.0
520,2013-05,California,26196.027,63.8,2.3
521,2013-06,California,22876.03,72.4,1.1
522,2013-07,California,20894.015,78.0,1.3
523,2013-08,California,21214.497000000007,74.4,-1.6
524,2013-09,California,19698.53,69.3,-1.6
525,2013-10,California,28256.753,58.5,-2.9
526,2013-11,California,42264.181,51.9,0.5
527,2013-12,California,75405.63,44.1,-0.4
528,2014-01,California,61048.501,50.1,4.2
529,2014-02,California,49235.074,49.8,2.7
530,2014-03,California,38958.517,53.5,2.0
531,2014-04,California,30716.136,57.7,1.5
532,2014-05,California,25223.807,64.6,3.1
533,2014-06,California,21690.353,71.9,0.6
534,2014-07,California,20299.287,78.4,1.7
535,2014-08,California,18833.896,74.9,-1.1
536,2014-09,California,18455.984,72.2,1.3
537,2014-10,California,21140.301,64.4,3.0
538,2014-11,California,34011.274,53.1,1.7
539,2014-12,California,57876.066,46.8,2.3
540,2015-01,California,60216.481,48.6,2.7
541,2015-02,California,40901.55,53.2,6.1
542,2015-03,California,32139.834,56.9,5.4
543,2015-04,California,29621.691000000006,56.7,0.5
544,2015-05,California,27357.513,60.8,-0.7
