,Date,State,Natural Gas Consumption (MMcf), Average Temperature,Anomaly
2736,2018-01,Mississippi,7109.666,40.1,-5.2
2737,2018-02,Mississippi,2622.307,56.9,6.9
2738,2018-03,Mississippi,2270.282,57.1,0.4
2739,2018-04,Mississippi,1558.36,58.9,-5.5
2740,2018-05,Mississippi,671.868,75.8,3.6
2741,2018-06,Mississippi,493.1,80.6,1.1
2742,2018-07,Mississippi,504.53,81.8,0.5
2743,2018-08,Mississippi,551.528,80.3,-0.6
2744,2018-09,Mississippi,494.572,78.9,2.2
2745,2018-10,Mississippi,931.062,67.4,1.8
2746,2018-11,Mississippi,3081.9040000000005,50.5,-3.4
2747,2018-12,Mississippi,4137.245,49.0,-0.2
2748,2019-01,Mississippi,4764.317,46.3,1.0
2749,2019-02,Mississippi,2901.274000000001,55.0,5.0
2750,2019-03,Mississippi,2991.126,54.7,-2.0
2751,2019-04,Mississippi,1174.098,63.1,-1.3
2752,2019-05,Mississippi,588.862,74.3,2.1
2753,2019-06,Mississippi,479.49,78.3,-1.2
2754,2019-07,Mississippi,519.773,80.8,-0.5
2755,2019-08,Mississippi,526.967,81.4,0.5
2756,2019-09,Mississippi,422.591,81.2,4.5
2757,2019-10,Mississippi,795.574,66.6,1.0
2758,2019-11,Mississippi,3231.282,50.3,-3.6
2759,2019-12,Mississippi,3722.874,50.7,1.5
2760,2010-01,Missouri,24105.426,25.5,-5.3
2761,2010-02,Missouri,20194.083,28.4,-5.7
2762,2010-03,Missouri,14366.601,45.0,-0.4
2763,2010-04,Missouri,5612.585999999998,60.5,4.3
2764,2010-05,Missouri,3027.312,64.5,-0.9
2765,2010-06,Missouri,2261.482,77.3,2.4
2766,2010-07,Missouri,1638.405,79.1,0.8
2767,2010-08,Missouri,1622.092,79.0,3.2
2768,2010-09,Missouri,1732.675,68.8,-1.0
2769,2010-10,Missouri,3041.794000000001,58.3,1.0
2770,2010-11,Missouri,8990.453000000001,46.5,2.2
2771,2010-12,Missouri,20796.53,29.6,-6.2
2772,2011-01,Missouri,25159.168,26.7,-4.1
2773,2011-02,Missouri,18439.581,33.2,-0.9
2774,2011-03,Missouri,12595.809,45.1,-0.3
2775,2011-04,Missouri,5178.173,56.8,0.6
2776,2011-05,Missouri,3769.98,62.8,-2.6
2777,2011-06,Missouri,2073.078,75.8,0.9
2778,2011-07,Missouri,1670.414,82.7,4.4
2779,2011-08,Missouri,1689.817,77.8,2.0
2780,2011-09,Missouri,2018.374,64.8,-5.0
2781,2011-10,Missouri,3981.343,57.2,-0.1
2782,2011-11,Missouri,9773.149,47.4,3.1
2783,2011-12,Missouri,16196.117,37.4,1.6
2784,2012-01,Missouri,18053.049,36.3,5.5
2785,2012-02,Missouri,14422.274,39.9,5.8
2786,2012-03,Missouri,5890.6309999999985,58.1,12.7
2787,2012-04,Missouri,3668.537,59.0,2.8
2788,2012-05,Missouri,2335.889,69.5,4.1
2789,2012-06,Missouri,1893.566,74.8,-0.1
2790,2012-07,Missouri,1652.6170000000004,83.6,5.3
2791,2012-08,Missouri,1768.769,76.2,0.4
2792,2012-09,Missouri,2104.937,67.0,-2.8
2793,2012-10,Missouri,5131.755,54.3,-3.0
2794,2012-11,Missouri,10127.912,45.1,0.8
2795,2012-12,Missouri,16055.834,38.8,3.0
2796,2013-01,Missouri,19907.618,33.8,3.0
2797,2013-02,Missouri,17095.203,34.4,0.3
2798,2013-03,Missouri,16289.629,38.3,-7.1
2799,2013-04,Missouri,7659.666999999998,52.1,-4.1
2800,2013-05,Missouri,3924.253,63.4,-2.0
2801,2013-06,Missouri,1956.281,73.0,-1.9
2802,2013-07,Missouri,2531.19,75.0,-3.3
2803,2013-08,Missouri,1784.0,74.6,-1.2
2804,2013-09,Missouri,1765.186,70.7,0.9
2805,2013-10,Missouri,2675.631,55.9,-1.4
2806,2013-11,Missouri,10809.111,41.8,-2.5
2807,2013-12,Missouri,20047.897,30.3,-5.5
2808,2014-01,Missouri,25915.686,25.8,-5.0
2809,2014-02,Missouri,21410.413,26.5,-7.6
2810,2014-03,Missouri,16124.729,39.5,-5.9
2811,2014-04,Missouri,8182.576,55.1,-1.1
2812,2014-05,Missouri,3221.146,65.3,-0.1
2813,2014-06,Missouri,2007.048,73.7,-1.2
2814,2014-07,Missouri,1891.079,72.6,-5.7
2815,2014-08,Missouri,1729.056,76.6,0.8
2816,2014-09,Missouri,2105.879,67.1,-2.7
2817,2014-10,Missouri,3865.355,57.8,0.5
2818,2014-11,Missouri,12507.751,37.8,-6.5
2819,2014-12,Missouri,16551.729,36.7,0.9
2820,2015-01,Missouri,19730.955,31.2,0.4
2821,2015-02,Missouri,20728.765,26.2,-7.9
2822,2015-03,Missouri,15779.105,44.5,-0.9
2823,2015-04,Missouri,6206.406,57.7,1.5
2824,2015-05,Missouri,2513.545,64.8,-0.6
2825,2015-06,Missouri,1807.402,74.3,-0.6
2826,2015-07,Missouri,1595.167,77.4,-0.9
2827,2015-08,Missouri,1728.727,73.4,-2.4
2828,2015-09,Missouri,1645.8270000000002,71.6,1.8
2829,2015-10,Missouri,3095.861,57.7,0.4
2830,2015-11,Missouri,7730.626999999998,48.9,4.6
2831,2015-12,Missouri,12940.159,42.4,6.6
2832,2016-01,Missouri,21001.698,30.9,0.1
2833,2016-02,Missouri,14459.475,39.1,5.0
2834,2016-03,Missouri,8664.651,50.4,5.0
2835,2016-04,Missouri,4941.928,57.3,1.1
2836,2016-05,Missouri,2868.57,62.7,-2.7
2837,2016-06,Missouri,1919.343,76.9,2.0
2838,2016-07,Missouri,1636.775,78.1,-0.2
2839,2016-08,Missouri,1610.961,76.7,0.9
2840,2016-09,Missouri,1525.634,71.7,1.9
2841,2016-10,Missouri,2506.9210000000007,62.1,4.8
2842,2016-11,Missouri,6722.9209999999985,51.0,6.7
2843,2016-12,Missouri,19405.415,32.4,-3.4
2844,2017-01,Missouri,18939.315,35.4,4.6
2845,2017-02,Missouri,10985.626,45.1,11.0
2846,2017-03,Missouri,10298.262,48.4,3.0
2847,2017-04,Missouri,4431.809,58.5,2.3
2848,2017-05,Missouri,3319.402,64.1,-1.3
2849,2017-06,Missouri,1903.934,73.5,-1.4
2850,2017-07,Missouri,1597.447,78.8,0.5
2851,2017-08,Missouri,1678.245,72.1,-3.7
2852,2017-09,Missouri,1794.151,70.4,0.6
2853,2017-10,Missouri,2310.905,59.0,1.7
2854,2017-11,Missouri,10362.668,46.2,1.9
2855,2017-12,Missouri,19243.395,34.3,-1.5
2856,2018-01,Missouri,24647.028,28.0,-2.8
2857,2018-02,Missouri,16775.508,35.6,1.5
2858,2018-03,Missouri,13538.719,44.0,-1.4
2859,2018-04,Missouri,10119.175,48.2,-8.0
2860,2018-05,Missouri,2292.929,72.5,7.1
2861,2018-06,Missouri,1785.902,77.4,2.5
2862,2018-07,Missouri,1665.2620000000004,78.2,-0.1
2863,2018-08,Missouri,1661.039,76.4,0.6
2864,2018-09,Missouri,1742.58,71.3,1.5
2865,2018-10,Missouri,5268.876,56.4,-0.9
2866,2018-11,Missouri,16218.589,37.6,-6.7
2867,2018-12,Missouri,18222.325,36.8,1.0
2868,2019-01,Missouri,23132.985,31.0,0.2
2869,2019-02,Missouri,19790.258,33.0,-1.1
2870,2019-03,Missouri,15498.909,40.9,-4.5
2871,2019-04,Missouri,5245.965,56.7,0.5
2872,2019-05,Missouri,3230.813,64.5,-0.9
2873,2019-06,Missouri,1940.281,72.4,-2.5
2874,2019-07,Missouri,1752.395,77.6,-0.7
2875,2019-08,Missouri,1667.779,75.3,-0.5
2876,2019-09,Missouri,1609.6370000000004,74.8,5.0
2877,2019-10,Missouri,5497.541,54.3,-3.0
2878,2019-11,Missouri,14237.412,40.2,-4.1
2879,2019-12,Missouri,17007.069,39.0,3.2
2880,2010-01,Montana,3509.508,20.6,-1.6
2881,2010-02,Montana,2984.226,21.1,0.4
2882,2010-03,Montana,2246.423,36.2,3.2
2883,2010-04,Montana,1753.579,41.6,0.4
2884,2010-05,Montana,1335.555,46.3,-3.9
2885,2010-06,Montana,814.302,57.5,-1.9
2886,2010-07,Montana,466.073,64.3,-2.9
2887,2010-08,Montana,365.354,63.8,-1.7
2888,2010-09,Montana,567.85,54.1,-1.9
2889,2010-10,Montana,1037.539,47.6,4.1
2890,2010-11,Montana,2452.659,26.6,-3.8
2891,2010-12,Montana,3341.599,19.0,-2.8
2892,2011-01,Montana,3529.145,19.1,-3.1
2893,2011-02,Montana,3248.3920000000007,16.4,-4.3
2894,2011-03,Montana,3007.815,28.6,-4.4
2895,2011-04,Montana,1655.879,37.7,-3.5
2896,2011-05,Montana,862.934,47.1,-3.1
2897,2011-06,Montana,644.984,56.3,-3.1
2898,2011-07,Montana,427.699,66.6,-0.6
2899,2011-08,Montana,434.759,66.8,1.3
2900,2011-09,Montana,475.554,58.3,2.3
2901,2011-10,Montana,1396.0079999999996,45.9,2.4
2902,2011-11,Montana,2548.276,30.0,-0.4
2903,2011-12,Montana,3478.1540000000005,26.2,4.4
2904,2012-01,Montana,3397.9990000000007,25.1,2.9
2905,2012-02,Montana,2806.5890000000004,24.9,4.2
2906,2012-03,Montana,1950.353,39.4,6.4
2907,2012-04,Montana,1335.8570000000002,44.8,3.6
2908,2012-05,Montana,983.197,49.5,-0.7
2909,2012-06,Montana,579.996,60.2,0.8
2910,2012-07,Montana,361.682,70.7,3.5
2911,2012-08,Montana,374.535,66.7,1.2
2912,2012-09,Montana,458.791,58.2,2.2
2913,2012-10,Montana,1484.703,41.0,-2.5
2914,2012-11,Montana,2199.18,32.4,2.0
2915,2012-12,Montana,3136.5490000000004,21.5,-0.3
2916,2013-01,Montana,3443.9770000000008,21.7,-0.5
2917,2013-02,Montana,2562.577,27.4,6.7
2918,2013-03,Montana,2364.668,30.5,-2.5
2919,2013-04,Montana,1855.104,36.9,-4.3
2920,2013-05,Montana,857.133,51.9,1.7
2921,2013-06,Montana,541.007,59.0,-0.4
2922,2013-07,Montana,358.616,67.5,0.3
2923,2013-08,Montana,341.125,67.3,1.8
2924,2013-09,Montana,551.094,58.8,2.8
2925,2013-10,Montana,1679.141,40.8,-2.7
2926,2013-11,Montana,2509.529,30.4,0.0
2927,2013-12,Montana,3749.483,16.4,-5.4
2928,2014-01,Montana,3307.387,24.5,2.3
2929,2014-02,Montana,3632.94,14.7,-6.0
2930,2014-03,Montana,2700.289,29.4,-3.6
2931,2014-04,Montana,1642.204,41.0,-0.2
2932,2014-05,Montana,920.959,51.1,0.9
2933,2014-06,Montana,543.87,56.5,-2.9
2934,2014-07,Montana,360.419,67.6,0.4
2935,2014-08,Montana,361.599,64.8,-0.7
2936,2014-09,Montana,618.31,55.1,-0.9
2937,2014-10,Montana,1104.413,47.9,4.4
2938,2014-11,Montana,2919.4770000000008,25.3,-5.1
2939,2014-12,Montana,3267.112,25.0,3.2
2940,2015-01,Montana,3316.575,24.7,2.5
2941,2015-02,Montana,2619.651,26.9,6.2
2942,2015-03,Montana,1958.954,39.5,6.5
2943,2015-04,Montana,1456.6660000000004,42.8,1.6
2944,2015-05,Montana,908.983,49.6,-0.6
2945,2015-06,Montana,403.807,63.8,4.4
2946,2015-07,Montana,384.681,66.2,-1.0
2947,2015-08,Montana,381.074,65.9,0.4
2948,2015-09,Montana,497.166,57.3,1.3
2949,2015-10,Montana,1048.877,48.0,4.5
2950,2015-11,Montana,2652.145,30.0,-0.4
2951,2015-12,Montana,3283.006,23.6,1.8
2952,2016-01,Montana,3157.777,23.4,1.2
2953,2016-02,Montana,2291.2270000000008,33.6,12.9
2954,2016-03,Montana,2008.407,37.4,4.4
2955,2016-04,Montana,1288.492,45.0,3.8
2956,2016-05,Montana,933.828,51.0,0.8
2957,2016-06,Montana,515.067,62.4,3.0
2958,2016-07,Montana,399.589,65.9,-1.3
2959,2016-08,Montana,404.676,64.4,-1.1
2960,2016-09,Montana,631.2719999999998,54.8,-1.2
2961,2016-10,Montana,1382.683,44.3,0.8
2962,2016-11,Montana,2115.478,39.1,8.7
2963,2016-12,Montana,3971.551,14.2,-7.6
2964,2017-01,Montana,4211.027,15.2,-7.0
2965,2017-02,Montana,2978.25,25.4,4.7
2966,2017-03,Montana,2231.378,35.8,2.8
2967,2017-04,Montana,1607.513,42.1,0.9
2968,2017-05,Montana,901.748,52.3,2.1
2969,2017-06,Montana,473.657,60.6,1.2
2970,2017-07,Montana,342.936,71.6,4.4
2971,2017-08,Montana,349.031,65.5,0.0
2972,2017-09,Montana,637.003,55.2,-0.8
2973,2017-10,Montana,1586.578,42.6,-0.9
2974,2017-11,Montana,2534.9970000000008,30.7,0.3
2975,2017-12,Montana,3627.243,21.1,-0.7
2976,2018-01,Montana,3711.874,21.7,-0.5
2977,2018-02,Montana,3652.151,11.4,-9.3
2978,2018-03,Montana,2593.7870000000007,28.3,-4.7
2979,2018-04,Montana,1936.468,37.9,-3.3
2980,2018-05,Montana,888.586,55.7,5.5
2981,2018-06,Montana,572.082,59.2,-0.2
2982,2018-07,Montana,370.991,66.8,-0.4
2983,2018-08,Montana,397.309,64.5,-1.0
2984,2018-09,Montana,483.777,53.0,-3.0
2985,2018-10,Montana,1747.8570000000002,41.6,-1.9
2986,2018-11,Montana,2773.015,30.2,-0.2
2987,2018-12,Montana,3490.956,25.0,3.2
2988,2019-01,Montana,3575.405,24.7,2.5
2989,2019-02,Montana,4742.075,5.1,-15.6
2990,2019-03,Montana,3332.369,25.2,-7.8
2991,2019-04,Montana,1581.266,41.9,0.7
2992,2019-05,Montana,1079.4589999999996,47.7,-2.5
2993,2019-06,Montana,828.811,58.6,-0.8
2994,2019-07,Montana,520.9259999999998,65.0,-2.2
2995,2019-08,Montana,268.599,64.8,-0.7
2996,2019-09,Montana,443.968,55.0,-1.0
2997,2019-10,Montana,1327.523,35.4,-8.1
2998,2019-11,Montana,2952.686,29.3,-1.1
2999,2019-12,Montana,3279.204,25.8,4.0
3000,2010-01,Nebraska,7871.82,22.1,-3.2
3001,2010-02,Nebraska,6848.318,23.0,-3.2
3002,2010-03,Nebraska,6392.173000000002,39.7,0.0
3003,2010-04,Nebraska,3156.577,51.7,3.3
3004,2010-05,Nebraska,1482.981,56.3,-1.6
3005,2010-06,Nebraska,1041.075,69.6,-0.6
3006,2010-07,Nebraska,740.8760000000002,74.5,-0.4
3007,2010-08,Nebraska,704.965,74.8,2.6
3008,2010-09,Nebraska,640.6569999999998,63.6,-1.6
3009,2010-10,Nebraska,1056.463,54.0,3.1
3010,2010-11,Nebraska,3713.247,36.7,-0.9
3011,2010-12,Nebraska,6483.049,26.1,-1.1
3012,2011-01,Nebraska,8497.018,20.4,-4.9
3013,2011-02,Nebraska,6808.646,24.5,-1.7
3014,2011-03,Nebraska,6004.2069999999985,37.1,-2.6
3015,2011-04,Nebraska,2724.22,47.5,-0.9
3016,2011-05,Nebraska,1654.8,56.0,-1.9
3017,2011-06,Nebraska,1066.422,68.2,-2.0
3018,2011-07,Nebraska,882.832,77.7,2.8
3019,2011-08,Nebraska,679.937,73.9,1.7
3020,2011-09,Nebraska,779.078,60.6,-4.6
3021,2011-10,Nebraska,1376.464,52.7,1.8
3022,2011-11,Nebraska,3369.197,38.2,0.6
3023,2011-12,Nebraska,5874.011,28.6,1.4
3024,2012-01,Nebraska,6101.231,30.4,5.1
3025,2012-02,Nebraska,5612.776,29.3,3.1
3026,2012-03,Nebraska,3205.585,50.8,11.1
3027,2012-04,Nebraska,1475.76,53.5,5.1
3028,2012-05,Nebraska,1186.886,62.3,4.4
3029,2012-06,Nebraska,864.47,73.4,3.2
3030,2012-07,Nebraska,1005.373,80.0,5.1
3031,2012-08,Nebraska,510.917,73.0,0.8
3032,2012-09,Nebraska,661.3889999999999,64.1,-1.1
3033,2012-10,Nebraska,1679.691,48.2,-2.7
3034,2012-11,Nebraska,3234.555,40.0,2.4
3035,2012-12,Nebraska,5747.176,27.6,0.4
3036,2013-01,Nebraska,7357.649,25.5,0.2
3037,2013-02,Nebraska,5973.154,28.8,2.6
3038,2013-03,Nebraska,5685.475,34.8,-4.9
3039,2013-04,Nebraska,3623.399,42.5,-5.9
3040,2013-05,Nebraska,1844.268,58.5,0.6
3041,2013-06,Nebraska,982.357,68.8,-1.4
3042,2013-07,Nebraska,930.375,73.2,-1.7
3043,2013-08,Nebraska,545.895,73.8,1.6
3044,2013-09,Nebraska,701.784,68.0,2.8
3045,2013-10,Nebraska,1668.189,48.8,-2.1
3046,2013-11,Nebraska,4182.864000000001,36.0,-1.6
3047,2013-12,Nebraska,7733.311,22.8,-4.4
3048,2014-01,Nebraska,8325.886,25.4,0.1
3049,2014-02,Nebraska,7612.406999999998,20.8,-5.4
3050,2014-03,Nebraska,5588.646,35.4,-4.3
3051,2014-04,Nebraska,2959.266,48.3,-0.1
3052,2014-05,Nebraska,1712.714,58.5,0.6
3053,2014-06,Nebraska,937.687,68.1,-2.1
3054,2014-07,Nebraska,790.9960000000002,71.2,-3.7
3055,2014-08,Nebraska,730.279,72.2,0.0
3056,2014-09,Nebraska,811.0369999999998,62.9,-2.3
3057,2014-10,Nebraska,1447.3,53.2,2.3
3058,2014-11,Nebraska,4643.666,32.2,-5.4
3059,2014-12,Nebraska,6587.036,28.0,0.8
3060,2015-01,Nebraska,7213.611,27.2,1.9
3061,2015-02,Nebraska,6971.483,26.1,-0.1
3062,2015-03,Nebraska,4218.978,42.9,3.2
3063,2015-04,Nebraska,2136.509,50.5,2.1
3064,2015-05,Nebraska,1342.714,56.2,-1.7
3065,2015-06,Nebraska,971.293,69.8,-0.4
3066,2015-07,Nebraska,808.574,73.4,-1.5
3067,2015-08,Nebraska,695.19,70.9,-1.3
3068,2015-09,Nebraska,682.82,68.6,3.4
3069,2015-10,Nebraska,1080.813,54.3,3.4
3070,2015-11,Nebraska,2921.46,40.1,2.5
3071,2015-12,Nebraska,5619.995,29.7,2.5
3072,2016-01,Nebraska,7072.451999999998,26.0,0.7
3073,2016-02,Nebraska,5464.624,35.0,8.8
3074,2016-03,Nebraska,3499.603,43.9,4.2
3075,2016-04,Nebraska,2323.713,49.9,1.5
3076,2016-05,Nebraska,1370.895,57.2,-0.7
3077,2016-06,Nebraska,905.414,73.3,3.1
3078,2016-07,Nebraska,713.056,74.2,-0.7
3079,2016-08,Nebraska,665.04,71.8,-0.4
3080,2016-09,Nebraska,706.395,65.0,-0.2
3081,2016-10,Nebraska,1031.248,55.4,4.5
3082,2016-11,Nebraska,2373.519,44.3,6.7
3083,2016-12,Nebraska,6923.727,23.8,-3.4
3084,2017-01,Nebraska,7562.68,24.8,-0.5
3085,2017-02,Nebraska,4681.093,35.4,9.2
3086,2017-03,Nebraska,4155.775,42.2,2.5
3087,2017-04,Nebraska,2230.814,49.7,1.3
3088,2017-05,Nebraska,1512.424,57.0,-0.9
3089,2017-06,Nebraska,856.8810000000002,70.7,0.5
3090,2017-07,Nebraska,672.923,76.8,1.9
3091,2017-08,Nebraska,434.087,69.0,-3.2
3092,2017-09,Nebraska,618.51,65.0,-0.2
3093,2017-10,Nebraska,1403.886,51.0,0.1
3094,2017-11,Nebraska,3972.586,39.9,2.3
3095,2017-12,Nebraska,5967.217,26.6,-0.6
3096,2018-01,Nebraska,8245.298,23.0,-2.3
3097,2018-02,Nebraska,7112.74,21.7,-4.5
3098,2018-03,Nebraska,5054.597,38.5,-1.2
3099,2018-04,Nebraska,4214.83,41.2,-7.2
3100,2018-05,Nebraska,1544.5,63.8,5.9
3101,2018-06,Nebraska,789.737,72.2,2.0
3102,2018-07,Nebraska,766.664,73.4,-1.5
3103,2018-08,Nebraska,608.345,70.8,-1.4
3104,2018-09,Nebraska,686.533,65.7,0.5
3105,2018-10,Nebraska,2113.918,47.2,-3.7
3106,2018-11,Nebraska,4872.096,33.5,-4.1
3107,2018-12,Nebraska,6369.7559999999985,28.1,0.9
3108,2019-01,Nebraska,7568.291999999998,26.4,1.1
3109,2019-02,Nebraska,7792.107,17.2,-9.0
3110,2019-03,Nebraska,6194.27,31.7,-8.0
3111,2019-04,Nebraska,2527.001,49.2,0.8
3112,2019-05,Nebraska,1744.726,53.5,-4.4
3113,2019-06,Nebraska,901.278,68.0,-2.2
3114,2019-07,Nebraska,767.2130000000002,74.5,-0.4
3115,2019-08,Nebraska,702.518,71.5,-0.7
3116,2019-09,Nebraska,642.7230000000002,68.3,3.1
3117,2019-10,Nebraska,1597.086,44.2,-6.7
3118,2019-11,Nebraska,5379.694,35.2,-2.4
3119,2019-12,Nebraska,5822.036,30.2,3.0
3120,2010-01,Nevada,7471.025,32.9,-0.7
3121,2010-02,Nevada,5926.111999999999,35.8,0.0
3122,2010-03,Nevada,4740.982,39.9,-2.9
3123,2010-04,Nevada,3254.79,44.2,-3.9
3124,2010-05,Nevada,2285.911,49.2,-5.7
3125,2010-06,Nevada,1690.382,64.8,-2.2
3126,2010-07,Nevada,1247.686,74.1,-0.2
3127,2010-08,Nevada,1101.925,69.9,-2.3
3128,2010-09,Nevada,1227.143,63.9,-0.1
3129,2010-10,Nevada,1524.0410000000004,52.9,1.1
3130,2010-11,Nevada,3160.788,37.4,-3.2
3131,2010-12,Nevada,5747.996,35.6,3.3
3132,2011-01,Nevada,7445.2959999999985,32.9,-0.7
3133,2011-02,Nevada,5945.955,32.8,-3.0
3134,2011-03,Nevada,4580.028,40.6,-2.2
3135,2011-04,Nevada,2953.4790000000007,44.4,-3.7
3136,2011-05,Nevada,2059.401,50.8,-4.1
3137,2011-06,Nevada,1642.694,62.4,-4.6
3138,2011-07,Nevada,1277.876,71.9,-2.4
3139,2011-08,Nevada,1180.181,72.5,0.3
3140,2011-09,Nevada,1212.086,65.6,1.6
3141,2011-10,Nevada,1616.418,52.4,0.6
3142,2011-11,Nevada,3785.011,37.6,-3.0
3143,2011-12,Nevada,6896.08,30.9,-1.4
3144,2012-01,Nevada,7170.491999999998,35.0,1.4
3145,2012-02,Nevada,5814.585999999998,34.6,-1.2
3146,2012-03,Nevada,4324.7959999999985,42.4,-0.4
3147,2012-04,Nevada,2716.855,49.9,1.8
3148,2012-05,Nevada,1774.257,58.0,3.1
3149,2012-06,Nevada,1504.4779999999996,66.2,-0.8
3150,2012-07,Nevada,1376.726,73.7,-0.6
3151,2012-08,Nevada,1054.145,74.2,2.0
3152,2012-09,Nevada,1199.102,66.2,2.2
3153,2012-10,Nevada,1513.1470000000004,53.4,1.6
3154,2012-11,Nevada,3143.41,43.4,2.8
3155,2012-12,Nevada,5478.960999999998,31.3,-1.0
3156,2013-01,Nevada,9119.957,26.0,-7.6
3157,2013-02,Nevada,6103.177,33.3,-2.5
3158,2013-03,Nevada,4077.231,44.7,1.9
3159,2013-04,Nevada,2475.93,48.4,0.3
3160,2013-05,Nevada,1743.596,56.5,1.6
3161,2013-06,Nevada,1394.693,68.6,1.6
3162,2013-07,Nevada,1212.39,76.3,2.0
3163,2013-08,Nevada,1105.981,71.6,-0.6
3164,2013-09,Nevada,1242.903,62.5,-1.5
3165,2013-10,Nevada,2210.038,48.1,-3.7
3166,2013-11,Nevada,3410.615,41.5,0.9
3167,2013-12,Nevada,7567.883000000002,28.4,-3.9
3168,2014-01,Nevada,6886.229,37.1,3.5
3169,2014-02,Nevada,5205.163,39.2,3.4
3170,2014-03,Nevada,3533.476,43.4,0.6
3171,2014-04,Nevada,2585.115,49.0,0.9
3172,2014-05,Nevada,1824.247,57.4,2.5
3173,2014-06,Nevada,1438.415,66.7,-0.3
3174,2014-07,Nevada,1256.788,76.1,1.8
3175,2014-08,Nevada,1167.638,69.5,-2.7
3176,2014-09,Nevada,1206.313,65.5,1.5
3177,2014-10,Nevada,1556.131,55.4,3.6
3178,2014-11,Nevada,3016.316,41.5,0.9
3179,2014-12,Nevada,5458.75,35.6,3.3
3180,2015-01,Nevada,7046.021,37.7,4.1
3181,2015-02,Nevada,4286.623,42.8,7.0
3182,2015-03,Nevada,3384.246,47.6,4.8
3183,2015-04,Nevada,2366.115,47.8,-0.3
3184,2015-05,Nevada,1900.761,55.4,0.5
3185,2015-06,Nevada,1497.46,71.0,4.0
3186,2015-07,Nevada,1120.192,70.9,-3.4
3187,2015-08,Nevada,1188.65,72.7,0.5
3188,2015-09,Nevada,1228.357,65.9,1.9
3189,2015-10,Nevada,1448.85,56.2,4.4
3190,2015-11,Nevada,4218.288,35.9,-4.7
3191,2015-12,Nevada,7343.894,30.8,-1.5
3192,2016-01,Nevada,8539.614,31.1,-2.5
3193,2016-02,Nevada,5658.146,38.0,2.2
3194,2016-03,Nevada,3524.331,44.2,1.4
3195,2016-04,Nevada,2500.211,50.1,2.0
3196,2016-05,Nevada,1993.237,55.1,0.2
3197,2016-06,Nevada,1517.674,69.7,2.7
3198,2016-07,Nevada,1269.125,73.7,-0.6
3199,2016-08,Nevada,1207.903,72.1,-0.1
3200,2016-09,Nevada,1387.476,62.3,-1.7
3201,2016-10,Nevada,1809.541,53.2,1.4
3202,2016-11,Nevada,2891.1740000000004,43.2,2.6
3203,2016-12,Nevada,6776.608,30.5,-1.8
3204,2017-01,Nevada,8577.638,29.1,-4.5
3205,2017-02,Nevada,6255.958000000001,38.1,2.3
3206,2017-03,Nevada,4396.307,45.7,2.9
3207,2017-04,Nevada,2794.4709999999995,47.1,-1.0
3208,2017-05,Nevada,2022.291,57.1,2.2
3209,2017-06,Nevada,1600.18,68.6,1.6
3210,2017-07,Nevada,1310.462,76.2,1.9
3211,2017-08,Nevada,1152.767,73.5,1.3
3212,2017-09,Nevada,1476.257,61.6,-2.4
3213,2017-10,Nevada,2035.486,50.4,-1.4
3214,2017-11,Nevada,2972.514,44.4,3.8
3215,2017-12,Nevada,6316.311,34.8,2.5
3216,2018-01,Nevada,6655.232,38.5,4.9
3217,2018-02,Nevada,6123.274,33.7,-2.1
3218,2018-03,Nevada,5723.196999999999,39.5,-3.3
3219,2018-04,Nevada,2890.69,50.0,1.9
3220,2018-05,Nevada,2002.923,57.7,2.8
3221,2018-06,Nevada,1611.569,67.8,0.8
3222,2018-07,Nevada,1256.413,77.0,2.7
3223,2018-08,Nevada,1154.1760000000004,73.2,1.0
3224,2018-09,Nevada,1407.504,65.0,1.0
3225,2018-10,Nevada,2031.475,50.3,-1.5
3226,2018-11,Nevada,4051.867,39.4,-1.2
3227,2018-12,Nevada,6928.762,32.0,-0.3
3228,2019-01,Nevada,8520.136999999999,34.1,0.5
3229,2019-02,Nevada,8075.8780000000015,30.0,-5.8
3230,2019-03,Nevada,6324.1280000000015,40.1,-2.7
3231,2019-04,Nevada,3021.382,50.1,2.0
3232,2019-05,Nevada,2254.078,51.7,-3.2
3233,2019-06,Nevada,1806.798,64.3,-2.7
3234,2019-07,Nevada,1453.016,72.8,-1.5
3235,2019-08,Nevada,1310.281,73.1,0.9
3236,2019-09,Nevada,1519.967,61.7,-2.3
3237,2019-10,Nevada,2426.92,45.6,-6.2
3238,2019-11,Nevada,3862.443,41.8,1.2
3239,2019-12,Nevada,7356.195,33.2,0.9
3240,2010-01,New Hampshire,1305.066,21.1,0.9
3241,2010-02,New Hampshire,1033.387,25.3,3.2
3242,2010-03,New Hampshire,780.4789999999998,37.0,7.0
3243,2010-04,New Hampshire,464.163,46.7,4.3
3244,2010-05,New Hampshire,299.453,56.7,1.4
3245,2010-06,New Hampshire,199.231,63.0,0.8
3246,2010-07,New Hampshire,158.986,70.4,1.5
3247,2010-08,New Hampshire,180.02900000000002,66.0,-0.4
3248,2010-09,New Hampshire,152.65200000000004,60.1,0.3
3249,2010-10,New Hampshire,338.295,46.3,-1.9
3250,2010-11,New Hampshire,663.475,36.1,0.9
3251,2010-12,New Hampshire,1163.231,23.1,-3.0
3252,2011-01,New Hampshire,1390.816,16.8,-3.4
3253,2011-02,New Hampshire,1219.1760000000004,18.7,-3.4
3254,2011-03,New Hampshire,971.461,29.3,-0.7
