,Date,State,Natural Gas Consumption (MMcf)
1520,Sep-15,Hawaii,41.224
1521,Oct-15,Hawaii,43.576
1522,Nov-15,Hawaii,43.692
1523,Dec-15,Hawaii,47.114
1524,Jan-16,Hawaii,52.291
1525,Feb-16,Hawaii,47.048
1526,Mar-16,Hawaii,48.854
1527,Apr-16,Hawaii,50.85
1528,May-16,Hawaii,44.491
1529,Jun-16,Hawaii,45.154
1530,Jul-16,Hawaii,45.381
1531,Aug-16,Hawaii,45.204
1532,Sep-16,Hawaii,48.74
1533,Oct-16,Hawaii,44.704
1534,Nov-16,Hawaii,46.721
1535,Dec-16,Hawaii,51.562
1536,Jan-17,Hawaii,57.912
1537,Feb-17,Hawaii,51.696
1538,Mar-17,Hawaii,51.982
1539,Apr-17,Hawaii,48.677
1540,May-17,Hawaii,44.157
1541,Jun-17,Hawaii,48.94
1542,Jul-17,Hawaii,42.979
1543,Aug-17,Hawaii,42.253
1544,Sep-17,Hawaii,44.12
1545,Oct-17,Hawaii,42.81
1546,Nov-17,Hawaii,46.564
1547,Dec-17,Hawaii,50.227
1548,Jan-18,Hawaii,57.866
1549,Feb-18,Hawaii,50.567
1550,Mar-18,Hawaii,51.67
1551,Apr-18,Hawaii,51.929
1552,May-18,Hawaii,49.29
1553,Jun-18,Hawaii,50.167
1554,Jul-18,Hawaii,46.159
1555,Aug-18,Hawaii,47.07
1556,Sep-18,Hawaii,45.204
1557,Oct-18,Hawaii,44.047
1558,Nov-18,Hawaii,46.824
1559,Dec-18,Hawaii,49.06
1560,Jan-19,Hawaii,57.783
1561,Feb-19,Hawaii,50.949
1562,Mar-19,Hawaii,55.03
1563,Apr-19,Hawaii,50.677
1564,May-19,Hawaii,50.983
1565,Jun-19,Hawaii,44.386
1566,Jul-19,Hawaii,46.661
1567,Aug-19,Hawaii,44.045
1568,Sep-19,Hawaii,43.005
1569,Oct-19,Hawaii,44.806
1570,Nov-19,Hawaii,41.751
1571,Dec-19,Hawaii,45.964
1572,Jan-20,Hawaii,54.485
1573,Feb-20,Hawaii,48.884
1574,Mar-20,Hawaii,51.076
1575,Apr-20,Hawaii,57.353
1576,May-20,Hawaii,49.901
1577,Jun-20,Hawaii,49.893
1578,Jul-20,Hawaii,50.552
1579,Aug-20,Hawaii,49.528
1580,Sep-20,Hawaii,45.644
1581,Oct-20,Hawaii,47.653
1582,Nov-20,Hawaii,44.957
1583,Dec-20,Hawaii,52.602
1584,Jan-10,Idaho,3788.355
1585,Feb-10,Idaho,2964.66
1586,Mar-10,Idaho,2631.688
1587,Apr-10,Idaho,2047.829
1588,May-10,Idaho,1400.707
1589,Jun-10,Idaho,818.726
1590,Jul-10,Idaho,439.475
1591,Aug-10,Idaho,419.549
1592,Sep-10,Idaho,692.231
1593,Oct-10,Idaho,1299.731
1594,Nov-10,Idaho,3377.935
1595,Dec-10,Idaho,4094.356
1596,Jan-11,Idaho,4320.981
1597,Feb-11,Idaho,3719.143
1598,Mar-11,Idaho,2889.73
1599,Apr-11,Idaho,2272.058
1600,May-11,Idaho,1312.245
1601,Jun-11,Idaho,1049.635
1602,Jul-11,Idaho,623.511
1603,Aug-11,Idaho,495.946
1604,Sep-11,Idaho,755.238
1605,Oct-11,Idaho,1475.394
1606,Nov-11,Idaho,3327.748
1607,Dec-11,Idaho,4424.138
1608,Jan-12,Idaho,4150.048
1609,Feb-12,Idaho,3356.234
1610,Mar-12,Idaho,2693.525
1611,Apr-12,Idaho,1601.684
1612,May-12,Idaho,1119.142
1613,Jun-12,Idaho,674.013
1614,Jul-12,Idaho,577.787
1615,Aug-12,Idaho,529.355
1616,Sep-12,Idaho,613.789
1617,Oct-12,Idaho,1756.358
1618,Nov-12,Idaho,2802.871
1619,Dec-12,Idaho,4049.549
1620,Jan-13,Idaho,5589.951
1621,Feb-13,Idaho,3495.714
1622,Mar-13,Idaho,2777.206
1623,Apr-13,Idaho,1884.878
1624,May-13,Idaho,916.443
1625,Jun-13,Idaho,663.267
1626,Jul-13,Idaho,481.149
1627,Aug-13,Idaho,431.149
1628,Sep-13,Idaho,661.134
1629,Oct-13,Idaho,1973.745
1630,Nov-13,Idaho,3260.022
1631,Dec-13,Idaho,5235.395
1632,Jan-14,Idaho,4456.262
1633,Feb-14,Idaho,3469.217
1634,Mar-14,Idaho,2643.396
1635,Apr-14,Idaho,1786.981
1636,May-14,Idaho,869.977
1637,Jun-14,Idaho,616.838
1638,Jul-14,Idaho,552.427
1639,Aug-14,Idaho,541.273
1640,Sep-14,Idaho,628.263
1641,Oct-14,Idaho,1333.609
1642,Nov-14,Idaho,3737.062
1643,Dec-14,Idaho,3980.959
1644,Jan-15,Idaho,4345.963
1645,Feb-15,Idaho,2700.972
1646,Mar-15,Idaho,2203.098
1647,Apr-15,Idaho,1735.957
1648,May-15,Idaho,899.533
1649,Jun-15,Idaho,521.138
1650,Jul-15,Idaho,493.821
1651,Aug-15,Idaho,367.263
1652,Sep-15,Idaho,651.531
1653,Oct-15,Idaho,1017.247
1654,Nov-15,Idaho,3704.118
1655,Dec-15,Idaho,4841.844
1656,Jan-16,Idaho,4525.067
1657,Feb-16,Idaho,3283.995
1658,Mar-16,Idaho,2565.763
1659,Apr-16,Idaho,1307.759
1660,May-16,Idaho,892.818
1661,Jun-16,Idaho,587.307
1662,Jul-16,Idaho,524.443
1663,Aug-16,Idaho,498.182
1664,Sep-16,Idaho,690.1
1665,Oct-16,Idaho,1456.717
1666,Nov-16,Idaho,2660.799
1667,Dec-16,Idaho,5895.998
1668,Jan-17,Idaho,6199.129
1669,Feb-17,Idaho,3828.52
1670,Mar-17,Idaho,2668.551
1671,Apr-17,Idaho,2016.277
1672,May-17,Idaho,1114.231
1673,Jun-17,Idaho,598.938
1674,Jul-17,Idaho,518.369
1675,Aug-17,Idaho,529.596
1676,Sep-17,Idaho,835.938
1677,Oct-17,Idaho,2147.187
1678,Nov-17,Idaho,3069.191
1679,Dec-17,Idaho,5273.438
1680,Jan-18,Idaho,4248.752
1681,Feb-18,Idaho,4073.87
1682,Mar-18,Idaho,3218.447
1683,Apr-18,Idaho,1902.191
1684,May-18,Idaho,812.382
1685,Jun-18,Idaho,665.239
1686,Jul-18,Idaho,555.26
1687,Aug-18,Idaho,575.033
1688,Sep-18,Idaho,744.503
1689,Oct-18,Idaho,1750.422
1690,Nov-18,Idaho,3791.262
1691,Dec-18,Idaho,5149.817
1692,Jan-19,Idaho,4979.842
1693,Feb-19,Idaho,4695.32
1694,Mar-19,Idaho,3526.849
1695,Apr-19,Idaho,1890.667
1696,May-19,Idaho,1138.33
1697,Jun-19,Idaho,730.16
1698,Jul-19,Idaho,577.983
1699,Aug-19,Idaho,552.442
1700,Sep-19,Idaho,863.802
1701,Oct-19,Idaho,2818.41
1702,Nov-19,Idaho,4168.749
1703,Dec-19,Idaho,4860.575
1704,Jan-20,Idaho,4622.477
1705,Feb-20,Idaho,4433.591
1706,Mar-20,Idaho,3141.831
1707,Apr-20,Idaho,2086.996
1708,May-20,Idaho,1282.878
1709,Jun-20,Idaho,892.325
1710,Jul-20,Idaho,596.721
1711,Aug-20,Idaho,597.289
1712,Sep-20,Idaho,799.442
1713,Oct-20,Idaho,1856.815
1714,Nov-20,Idaho,4176.558
1715,Dec-20,Idaho,5444.669
1716,Jan-10,Illinois,83080.48
1717,Feb-10,Illinois,68555.098
1718,Mar-10,Illinois,53392.116
1719,Apr-10,Illinois,26704.606
1720,May-10,Illinois,15227.102
1721,Jun-10,Illinois,9805.444
1722,Jul-10,Illinois,7803.439
1723,Aug-10,Illinois,7625.841
1724,Sep-10,Illinois,9040.885
1725,Oct-10,Illinois,16144.061
1726,Nov-10,Illinois,38480.394
1727,Dec-10,Illinois,80710.145
1728,Jan-11,Illinois,89136.388
1729,Feb-11,Illinois,68956.938
1730,Mar-11,Illinois,54881.672
1731,Apr-11,Illinois,32122.341
1732,May-11,Illinois,18575.011
1733,Jun-11,Illinois,10255.542
1734,Jul-11,Illinois,8129.71
1735,Aug-11,Illinois,7803.585
1736,Sep-11,Illinois,10331.995
1737,Oct-11,Illinois,20218.164
1738,Nov-11,Illinois,38763.401
1739,Dec-11,Illinois,58968.055
1740,Jan-12,Illinois,73215.097
1741,Feb-12,Illinois,60649.733
1742,Mar-12,Illinois,29726.944
1743,Apr-12,Illinois,25243.003
1744,May-12,Illinois,11706.959
1745,Jun-12,Illinois,9098.922
1746,Jul-12,Illinois,7511.19
1747,Aug-12,Illinois,7878.168
1748,Sep-12,Illinois,9912.636
1749,Oct-12,Illinois,24148.214
1750,Nov-12,Illinois,44530.746
1751,Dec-12,Illinois,57269.211
1752,Jan-13,Illinois,78808.757
1753,Feb-13,Illinois,70482.25
1754,Mar-13,Illinois,64802.184
1755,Apr-13,Illinois,34244.716
1756,May-13,Illinois,15218.669
1757,Jun-13,Illinois,9853.275
1758,Jul-13,Illinois,8594.976
1759,Aug-13,Illinois,8482.931
1760,Sep-13,Illinois,8600.39
1761,Oct-13,Illinois,22639.757
1762,Nov-13,Illinois,50768.085
1763,Dec-13,Illinois,80106.453
1764,Jan-14,Illinois,101154.635
1765,Feb-14,Illinois,84515.408
1766,Mar-14,Illinois,66610.602
1767,Apr-14,Illinois,30869.867
1768,May-14,Illinois,16224.818
1769,Jun-14,Illinois,9640.299
1770,Jul-14,Illinois,8857.269
1771,Aug-14,Illinois,8238.399
1772,Sep-14,Illinois,10590.862
1773,Oct-14,Illinois,22379.968
1774,Nov-14,Illinois,57400.185
1775,Dec-14,Illinois,62983.047
1776,Jan-15,Illinois,82554.193
1777,Feb-15,Illinois,85539.681
1778,Mar-15,Illinois,54277.754
1779,Apr-15,Illinois,26782.749
1780,May-15,Illinois,13194.451
1781,Jun-15,Illinois,9418.93
1782,Jul-15,Illinois,7959.312
1783,Aug-15,Illinois,7790.273
1784,Sep-15,Illinois,8118.142
1785,Oct-15,Illinois,18138.034
1786,Nov-15,Illinois,36126.565
1787,Dec-15,Illinois,50976.025
1788,Jan-16,Illinois,79022.422
1789,Feb-16,Illinois,62740.535
1790,Mar-16,Illinois,41364.505
1791,Apr-16,Illinois,30371.904
1792,May-16,Illinois,15848.189
1793,Jun-16,Illinois,9531.093
1794,Jul-16,Illinois,7828.48
1795,Aug-16,Illinois,7462.635
1796,Sep-16,Illinois,7804.331
1797,Oct-16,Illinois,14682.6
1798,Nov-16,Illinois,32862.776
1799,Dec-16,Illinois,77070.778
1800,Jan-17,Illinois,72098.061
1801,Feb-17,Illinois,47529.108
1802,Mar-17,Illinois,52135.807
1803,Apr-17,Illinois,23309.157
1804,May-17,Illinois,16983.364
1805,Jun-17,Illinois,9182.219
1806,Jul-17,Illinois,8672.615
1807,Aug-17,Illinois,8091.851
1808,Sep-17,Illinois,8007.444
1809,Oct-17,Illinois,17826.273
1810,Nov-17,Illinois,44141.91
1811,Dec-17,Illinois,69532.948
1812,Jan-18,Illinois,84581.114
1813,Feb-18,Illinois,65052.105
1814,Mar-18,Illinois,55218.994
1815,Apr-18,Illinois,43888.671
1816,May-18,Illinois,12424.78
1817,Jun-18,Illinois,8979.214
1818,Jul-18,Illinois,7517.041
1819,Aug-18,Illinois,7464.923
1820,Sep-18,Illinois,8068.077
1821,Oct-18,Illinois,23490.076
1822,Nov-18,Illinois,57934.633
1823,Dec-18,Illinois,63597.983
1824,Jan-19,Illinois,85556.339
1825,Feb-19,Illinois,71860.476
1826,Mar-19,Illinois,60875.316
1827,Apr-19,Illinois,30473.338
1828,May-19,Illinois,18871.104
1829,Jun-19,Illinois,9751.193
1830,Jul-19,Illinois,7813.292
1831,Aug-19,Illinois,7331.926
1832,Sep-19,Illinois,7867.337
1833,Oct-19,Illinois,21239.054
1834,Nov-19,Illinois,56522.881
1835,Dec-19,Illinois,59858.348
1836,Jan-20,Illinois,69840.494
1837,Feb-20,Illinois,66413.797
1838,Mar-20,Illinois,46335.333
1839,Apr-20,Illinois,33320.143
1840,May-20,Illinois,20180.101
1841,Jun-20,Illinois,9771.48
1842,Jul-20,Illinois,7540.834
1843,Aug-20,Illinois,7694.567
1844,Sep-20,Illinois,9032.211
1845,Oct-20,Illinois,24254.561
1846,Nov-20,Illinois,36411.429
1847,Dec-20,Illinois,64329.422
1848,Jan-10,Indiana,30876.93
1849,Feb-10,Indiana,24541.798
1850,Mar-10,Indiana,14592.412
1851,Apr-10,Indiana,6144.163
1852,May-10,Indiana,4395.457
1853,Jun-10,Indiana,2659.452
1854,Jul-10,Indiana,2412.225
1855,Aug-10,Indiana,2494.447
1856,Sep-10,Indiana,2426.92
1857,Oct-10,Indiana,5133.208
1858,Nov-10,Indiana,14191.064
1859,Dec-10,Indiana,28547.103
1860,Jan-11,Indiana,29955.321
1861,Feb-11,Indiana,22288.219
1862,Mar-11,Indiana,16729.672
1863,Apr-11,Indiana,8444.434
1864,May-11,Indiana,5141.347
1865,Jun-11,Indiana,2526.409
1866,Jul-11,Indiana,2476.309
1867,Aug-11,Indiana,2253.172
1868,Sep-11,Indiana,3196.682
1869,Oct-11,Indiana,7001.696
1870,Nov-11,Indiana,12202.157
1871,Dec-11,Indiana,19878.524
1872,Jan-12,Indiana,24432.905
1873,Feb-12,Indiana,19722.955
1874,Mar-12,Indiana,9521.064
1875,Apr-12,Indiana,6855.965
1876,May-12,Indiana,3268.04
1877,Jun-12,Indiana,2661.649
1878,Jul-12,Indiana,2145.983
1879,Aug-12,Indiana,2317.696
1880,Sep-12,Indiana,2885.528
1881,Oct-12,Indiana,7959.436
1882,Nov-12,Indiana,14879.914
1883,Dec-12,Indiana,18871.291
1884,Jan-13,Indiana,26226.283
1885,Feb-13,Indiana,23027.053
1886,Mar-13,Indiana,21628.049
1887,Apr-13,Indiana,9465.968
1888,May-13,Indiana,4506.056
1889,Jun-13,Indiana,2497.126
1890,Jul-13,Indiana,2430.019
1891,Aug-13,Indiana,2291.945
1892,Sep-13,Indiana,2419.745
1893,Oct-13,Indiana,7115.019
1894,Nov-13,Indiana,16618.932
1895,Dec-13,Indiana,26269.953
1896,Jan-14,Indiana,34661.652
1897,Feb-14,Indiana,27361.632
1898,Mar-14,Indiana,22950.225
1899,Apr-14,Indiana,7910.97
1900,May-14,Indiana,4249.864
1901,Jun-14,Indiana,1995.618
1902,Jul-14,Indiana,2243.315
1903,Aug-14,Indiana,2416.771
1904,Sep-14,Indiana,2925.309
1905,Oct-14,Indiana,7618.723
1906,Nov-14,Indiana,19910.329
1907,Dec-14,Indiana,22394.353
1908,Jan-15,Indiana,29302.805
1909,Feb-15,Indiana,29649.172
1910,Mar-15,Indiana,18560.226
1911,Apr-15,Indiana,8643.05
1912,May-15,Indiana,3713.487
1913,Jun-15,Indiana,2308.959
1914,Jul-15,Indiana,2172.319
1915,Aug-15,Indiana,2008.004
1916,Sep-15,Indiana,2419.339
1917,Oct-15,Indiana,5767.871
1918,Nov-15,Indiana,11706.925
1919,Dec-15,Indiana,16792.473
1920,Jan-16,Indiana,27474.273
1921,Feb-16,Indiana,21376.204
1922,Mar-16,Indiana,11654.457
1923,Apr-16,Indiana,9342.511
1924,May-16,Indiana,4740.55
1925,Jun-16,Indiana,2229.336
1926,Jul-16,Indiana,2032.543
1927,Aug-16,Indiana,2200.96
1928,Sep-16,Indiana,2345.811
1929,Oct-16,Indiana,4291.881
1930,Nov-16,Indiana,11342.839
1931,Dec-16,Indiana,26006.488
1932,Jan-17,Indiana,23508.112
1933,Feb-17,Indiana,15349.601
1934,Mar-17,Indiana,17159.749
1935,Apr-17,Indiana,7075.857
1936,May-17,Indiana,5289.068
1937,Jun-17,Indiana,2414.903
1938,Jul-17,Indiana,2095.932
1939,Aug-17,Indiana,2016.256
1940,Sep-17,Indiana,2493.496
1941,Oct-17,Indiana,5542.507
1942,Nov-17,Indiana,14436.79
1943,Dec-17,Indiana,26465.097
1944,Jan-18,Indiana,29599.397
1945,Feb-18,Indiana,20042.69
1946,Mar-18,Indiana,19961.961
1947,Apr-18,Indiana,13648.328
1948,May-18,Indiana,3687.177
1949,Jun-18,Indiana,2012.655
1950,Jul-18,Indiana,2210.228
1951,Aug-18,Indiana,2110.289
1952,Sep-18,Indiana,2477.439
1953,Oct-18,Indiana,7277.756
1954,Nov-18,Indiana,19465.028
1955,Dec-18,Indiana,21713.732
1956,Jan-19,Indiana,29860.118
1957,Feb-19,Indiana,23480.491
1958,Mar-19,Indiana,20902.8
1959,Apr-19,Indiana,8727.082
1960,May-19,Indiana,4786.439
1961,Jun-19,Indiana,2560.298
1962,Jul-19,Indiana,2169.093
1963,Aug-19,Indiana,2012.589
1964,Sep-19,Indiana,2415.631
1965,Oct-19,Indiana,6697.568
1966,Nov-19,Indiana,18941.922
1967,Dec-19,Indiana,20251.787
1968,Jan-20,Indiana,23630.446
1969,Feb-20,Indiana,23335.45
1970,Mar-20,Indiana,15588.007
1971,Apr-20,Indiana,9813.582
1972,May-20,Indiana,6011.877
1973,Jun-20,Indiana,2528.215
1974,Jul-20,Indiana,2174.437
1975,Aug-20,Indiana,2218.338
1976,Sep-20,Indiana,2946.613
1977,Oct-20,Indiana,7593.023
1978,Nov-20,Indiana,12579.916
1979,Dec-20,Indiana,23946.621
1980,Jan-10,Iowa,15287.812
1981,Feb-10,Iowa,11922.937
1982,Mar-10,Iowa,8287.753
1983,Apr-10,Iowa,3515.738
1984,May-10,Iowa,2607.476
1985,Jun-10,Iowa,1410.91
1986,Jul-10,Iowa,1198.653
1987,Aug-10,Iowa,1106.567
1988,Sep-10,Iowa,1285.202
1989,Oct-10,Iowa,2213.339
1990,Nov-10,Iowa,6890.258
1991,Dec-10,Iowa,12649.632
1992,Jan-11,Iowa,14955.619
1993,Feb-11,Iowa,11093.104
1994,Mar-11,Iowa,9008.565
1995,Apr-11,Iowa,5065.799
1996,May-11,Iowa,2560.799
1997,Jun-11,Iowa,1457.697
1998,Jul-11,Iowa,1207.568
1999,Aug-11,Iowa,1167.539
2000,Sep-11,Iowa,1633.983
2001,Oct-11,Iowa,2718.823
2002,Nov-11,Iowa,6171.458
2003,Dec-11,Iowa,10055.784
2004,Jan-12,Iowa,11146.424
2005,Feb-12,Iowa,9673.45
2006,Mar-12,Iowa,4895.936
2007,Apr-12,Iowa,3338.816
2008,May-12,Iowa,1791.321
2009,Jun-12,Iowa,1327.051
2010,Jul-12,Iowa,1139.512
2011,Aug-12,Iowa,1173.287
2012,Sep-12,Iowa,1576.233
2013,Oct-12,Iowa,3227.971
2014,Nov-12,Iowa,6342.817
2015,Dec-12,Iowa,10222.45
2016,Jan-13,Iowa,12919.231
2017,Feb-13,Iowa,10672.646
2018,Mar-13,Iowa,10340.688
2019,Apr-13,Iowa,5885.432
2020,May-13,Iowa,2888.247
2021,Jun-13,Iowa,1586.034
2022,Jul-13,Iowa,1224.688
2023,Aug-13,Iowa,1093.098
2024,Sep-13,Iowa,1352.949
2025,Oct-13,Iowa,3349.501
2026,Nov-13,Iowa,7272.883
2027,Dec-13,Iowa,13933.765
2028,Jan-14,Iowa,16338.829
2029,Feb-14,Iowa,13716.863
2030,Mar-14,Iowa,10692.404
2031,Apr-14,Iowa,5243.807
2032,May-14,Iowa,2853.339
2033,Jun-14,Iowa,1446.554
2034,Jul-14,Iowa,1191.61
2035,Aug-14,Iowa,1097.843
2036,Sep-14,Iowa,1510.312
2037,Oct-14,Iowa,3223.996
2038,Nov-14,Iowa,8649.908
2039,Dec-14,Iowa,10608.972
2040,Jan-15,Iowa,13093.382
2041,Feb-15,Iowa,13541.794
2042,Mar-15,Iowa,7952.444
2043,Apr-15,Iowa,4111.858
2044,May-15,Iowa,2157.012
2045,Jun-15,Iowa,1394.091
2046,Jul-15,Iowa,1189.226
2047,Aug-15,Iowa,1051.941
2048,Sep-15,Iowa,1279.471
2049,Oct-15,Iowa,2408.34
2050,Nov-15,Iowa,5498.453
2051,Dec-15,Iowa,9057.132
2052,Jan-16,Iowa,13266.419
2053,Feb-16,Iowa,10220.986
2054,Mar-16,Iowa,6787.286
2055,Apr-16,Iowa,4664.423
2056,May-16,Iowa,2249.311
2057,Jun-16,Iowa,1181.326
2058,Jul-16,Iowa,1177.7
2059,Aug-16,Iowa,1051.909
2060,Sep-16,Iowa,1329.573
2061,Oct-16,Iowa,2015.73
2062,Nov-16,Iowa,4607.472
2063,Dec-16,Iowa,12694.804
2064,Jan-17,Iowa,12009.19
2065,Feb-17,Iowa,8380.362
2066,Mar-17,Iowa,8061.215
2067,Apr-17,Iowa,4047.322
2068,May-17,Iowa,2436.95
2069,Jun-17,Iowa,1276.406
2070,Jul-17,Iowa,1028.396
2071,Aug-17,Iowa,1105.29
2072,Sep-17,Iowa,1127.434
2073,Oct-17,Iowa,2951.549
2074,Nov-17,Iowa,6654.044
2075,Dec-17,Iowa,11284.12
2076,Jan-18,Iowa,14130.27
2077,Feb-18,Iowa,11402.774
2078,Mar-18,Iowa,8661.481
2079,Apr-18,Iowa,7088.065
2080,May-18,Iowa,1841.069
2081,Jun-18,Iowa,1187.432
2082,Jul-18,Iowa,957.98
2083,Aug-18,Iowa,1073.004
2084,Sep-18,Iowa,1299.235
2085,Oct-18,Iowa,3748.805
2086,Nov-18,Iowa,8960.451
2087,Dec-18,Iowa,10599.466
2088,Jan-19,Iowa,14277.429
2089,Feb-19,Iowa,12609.688
2090,Mar-19,Iowa,10039.366
2091,Apr-19,Iowa,4652.226
2092,May-19,Iowa,2710.018
2093,Jun-19,Iowa,1383.239
2094,Jul-19,Iowa,1102.428
2095,Aug-19,Iowa,1113.685
2096,Sep-19,Iowa,1084.296
2097,Oct-19,Iowa,4263.044
2098,Nov-19,Iowa,8180.06
2099,Dec-19,Iowa,9969.539
2100,Jan-20,Iowa,12422.81
2101,Feb-20,Iowa,11018.61
2102,Mar-20,Iowa,7323.99
2103,Apr-20,Iowa,5168.21
2104,May-20,Iowa,2587.252
2105,Jun-20,Iowa,1385.362
2106,Jul-20,Iowa,
2107,Aug-20,Iowa,1109.864
2108,Sep-20,Iowa,1547.786
2109,Oct-20,Iowa,4148.915
2110,Nov-20,Iowa,5950.397
2111,Dec-20,Iowa,10757.214
2112,Jan-10,Kansas,15725.64
2113,Feb-10,Kansas,12444.91
2114,Mar-10,Kansas,9662.869
2115,Apr-10,Kansas,4309.732
2116,May-10,Kansas,1982.913
2117,Jun-10,Kansas,1515.988
2118,Jul-10,Kansas,1149.745
2119,Aug-10,Kansas,1008.962
2120,Sep-10,Kansas,1025.625
2121,Oct-10,Kansas,1548.086
2122,Nov-10,Kansas,5413.794
2123,Dec-10,Kansas,11328.276
2124,Jan-11,Kansas,14974.741
2125,Feb-11,Kansas,11875.569
2126,Mar-11,Kansas,8028.341
2127,Apr-11,Kansas,4702.783
2128,May-11,Kansas,2125.043
2129,Jun-11,Kansas,1477.675
2130,Jul-11,Kansas,1203.876
2131,Aug-11,Kansas,1085.149
2132,Sep-11,Kansas,1118.453
2133,Oct-11,Kansas,2208.832
2134,Nov-11,Kansas,6059.558
2135,Dec-11,Kansas,10631.455
2136,Jan-12,Kansas,11018.411
2137,Feb-12,Kansas,9070.542
2138,Mar-12,Kansas,4397.517
2139,Apr-12,Kansas,2212.391
2140,May-12,Kansas,1498.949
2141,Jun-12,Kansas,1372.051
2142,Jul-12,Kansas,1062.344
2143,Aug-12,Kansas,966.884
2144,Sep-12,Kansas,1171.828
2145,Oct-12,Kansas,2666.981
2146,Nov-12,Kansas,5272.86
2147,Dec-12,Kansas,9778.11
2148,Jan-13,Kansas,12812.269
2149,Feb-13,Kansas,10563.447
2150,Mar-13,Kansas,9989.949
2151,Apr-13,Kansas,5436.53
2152,May-13,Kansas,2885.681
2153,Jun-13,Kansas,1570.16
2154,Jul-13,Kansas,1292.029
2155,Aug-13,Kansas,1130.889
2156,Sep-13,Kansas,1064.681
2157,Oct-13,Kansas,2396.596
2158,Nov-13,Kansas,5312.621
2159,Dec-13,Kansas,13581.26
2160,Jan-14,Kansas,15232.037
2161,Feb-14,Kansas,13168.196
2162,Mar-14,Kansas,9657.759
2163,Apr-14,Kansas,4505.512
2164,May-14,Kansas,2054.863
2165,Jun-14,Kansas,1285.229
2166,Jul-14,Kansas,1190.259
2167,Aug-14,Kansas,1127.318
2168,Sep-14,Kansas,1274.013
2169,Oct-14,Kansas,2268.467
2170,Nov-14,Kansas,8023.301
2171,Dec-14,Kansas,11327.991
2172,Jan-15,Kansas,12842.597
2173,Feb-15,Kansas,11566.179
2174,Mar-15,Kansas,7324.194
2175,Apr-15,Kansas,2528.999
2176,May-15,Kansas,1853.766
2177,Jun-15,Kansas,1380.052
2178,Jul-15,Kansas,1150.878
2179,Aug-15,Kansas,1442.186
2180,Sep-15,Kansas,1595.831
2181,Oct-15,Kansas,2179.938
2182,Nov-15,Kansas,5586.616
2183,Dec-15,Kansas,8933.074
2184,Jan-16,Kansas,12771.189
2185,Feb-16,Kansas,8618.949
2186,Mar-16,Kansas,5100.221
2187,Apr-16,Kansas,2599.158
2188,May-16,Kansas,2083.899
2189,Jun-16,Kansas,1376.983
2190,Jul-16,Kansas,1079.864
2191,Aug-16,Kansas,990.404
2192,Sep-16,Kansas,1139.088
2193,Oct-16,Kansas,1542.965
2194,Nov-16,Kansas,4752.653
2195,Dec-16,Kansas,12004.167
2196,Jan-17,Kansas,12341.628
2197,Feb-17,Kansas,6663.286
2198,Mar-17,Kansas,6449.355
2199,Apr-17,Kansas,3063.412
2200,May-17,Kansas,1776.852
2201,Jun-17,Kansas,1229.041
2202,Jul-17,Kansas,1009.893
2203,Aug-17,Kansas,1063.615
2204,Sep-17,Kansas,1166.637
2205,Oct-17,Kansas,2238.939
2206,Nov-17,Kansas,6671.537
2207,Dec-17,Kansas,10770.765
2208,Jan-18,Kansas,13475.597
2209,Feb-18,Kansas,11040.233
2210,Mar-18,Kansas,7132.452
2211,Apr-18,Kansas,5824.279
2212,May-18,Kansas,1683.067
2213,Jun-18,Kansas,1327.426
2214,Jul-18,Kansas,1027.758
2215,Aug-18,Kansas,1121.153
2216,Sep-18,Kansas,1436.419
2217,Oct-18,Kansas,3196.924
2218,Nov-18,Kansas,9211.601
2219,Dec-18,Kansas,10656.986
2220,Jan-19,Kansas,14023.556
2221,Feb-19,Kansas,12915.26
2222,Mar-19,Kansas,9360.072
2223,Apr-19,Kansas,3260.144
2224,May-19,Kansas,1911.379
2225,Jun-19,Kansas,1178.266
2226,Jul-19,Kansas,1168.039
2227,Aug-19,Kansas,1024.593
2228,Sep-19,Kansas,1248.971
2229,Oct-19,Kansas,3902.875
2230,Nov-19,Kansas,8052.93
2231,Dec-19,Kansas,10077.145
2232,Jan-20,Kansas,12274.617
2233,Feb-20,Kansas,10360.185
2234,Mar-20,Kansas,6586.385
2235,Apr-20,Kansas,4535.034
2236,May-20,Kansas,2120.441
2237,Jun-20,Kansas,1212.582
2238,Jul-20,Kansas,1193.447
2239,Aug-20,Kansas,1063.736
2240,Sep-20,Kansas,1383.222
2241,Oct-20,Kansas,4260.125
2242,Nov-20,Kansas,5823.331
2243,Dec-20,Kansas,10335.542
2244,Jan-10,Kentucky,11917.18
2245,Feb-10,Kentucky,10999.395
2246,Mar-10,Kentucky,6277.915
2247,Apr-10,Kentucky,1847.64
2248,May-10,Kentucky,1042.13
2249,Jun-10,Kentucky,895.991
2250,Jul-10,Kentucky,844.881
2251,Aug-10,Kentucky,840.437
2252,Sep-10,Kentucky,883.93
2253,Oct-10,Kentucky,1858.037
2254,Nov-10,Kentucky,4923.365
2255,Dec-10,Kentucky,12060.128
2256,Jan-11,Kentucky,12751.691
2257,Feb-11,Kentucky,8346.709
2258,Mar-11,Kentucky,6535.361
2259,Apr-11,Kentucky,2584.055
2260,May-11,Kentucky,1794.443
2261,Jun-11,Kentucky,1050.421
2262,Jul-11,Kentucky,816.281
2263,Aug-11,Kentucky,833.279
